geneID	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_00001	46	45	22	7	6	10
RUMHYD_00002	51207.185	37552.025	13918	7620	5729	7250
RUMHYD_00004	13	26	22	3	0	12
RUMHYD_00005	71	116	35	7	4	11
RUMHYD_00007	0	0	0	0	0	0
RUMHYD_00006	175	908	305	75	13	123
RUMHYD_00008	139.673	616.04	167	61	42	284.02
RUMHYD_00009	277.327	1226.96	677	46	34	122.195
RUMHYD_00010	93	343	203.973	23	50	196.8
RUMHYD_00011	107	303.983	139.027	34.587	17	169.985
RUMHYD_00012	181	627.017	324	59.793	42	173
RUMHYD_00013	468	1733	766	74.62	77	196
RUMHYD_00014	2537.705	2146.672	2952.746	9	33	51
RUMHYD_00015	1428.295	1077.328	1620.254	3	8	15
RUMHYD_00016	0	0	1	0	0	0
RUMHYD_00017	5631	4536	6115	68	92	69
RUMHYD_00018	2974	9635.388	8504	229	270	537
RUMHYD_00019	695	767	275	320	132	117
RUMHYD_00020	2315	2321	3837	69	73	65
RUMHYD_00021	984	250	593.01	46	65	118
RUMHYD_00022	638	399	460	57	29	155
RUMHYD_00023	473	325	305	26	13	149.774
RUMHYD_00024	507	391	493	20	22	80.226
RUMHYD_00025	756	663	630	61	36	189
RUMHYD_00026	1674	1194	1366	44	33	196
RUMHYD_00027	182	60	103	18	3	114
RUMHYD_00028	604	632.972	670	29	38	39
RUMHYD_00029	14	20.028	23	0	0	0
RUMHYD_00030	210	122	194	8	9	49
RUMHYD_00031	1669	2217	2608	88	49	41
RUMHYD_00032	3	2	4	0	0	6
RUMHYD_00033	2	0	0	0	0	2
RUMHYD_00034	8	8	7	1	0	3
RUMHYD_00035	6196	2082	3634	126	100	235
RUMHYD_00036	43431.378	40314	33537	1722	1144	830
RUMHYD_00037	1924	4185	2839	57	71	16
RUMHYD_00038	1262.085	767	1369	80.481	50	101
RUMHYD_00039	738	310	897	38.519	28	209.451
RUMHYD_00040	3143	1039	1770	125	132	213.549
RUMHYD_00041	17754.686	145859.486	50763.169	3782	1949	999
RUMHYD_00042	1708.696	1099.363	2540.042	65	15	39
RUMHYD_00043	1465.72	1665.64	2500.958	61	40	63
RUMHYD_00044	3205	4917	3985	421	244	391
RUMHYD_00045	1212.973	1262	1110	74	63	133
RUMHYD_00046	927.027	1080	971	51	88	88
RUMHYD_00047	58337.985	17013.377	46457	780	632	391
RUMHYD_00048	9	0	9	0	7	0
RUMHYD_00049	39697.755	36457.753	29783	2165.76	1312	1089.674
RUMHYD_00050	203.001	38	189	12.24	10	34.326
RUMHYD_00051	3515	1486	2011	36	22	8
RUMHYD_00052	45.129	18.8	60.852	2	0	2.46
RUMHYD_00053	108.871	69.2	160.148	3	11	12.54
RUMHYD_00054	5	6	9	0	0	5
RUMHYD_00055	7326	3565	6158.657	228	151	333
RUMHYD_00056	37643.502	14711.036	32181.098	753	499	641
RUMHYD_00057	225	572	441	41	42	219
RUMHYD_00058	2354	2148	2197	299	295.864	242
RUMHYD_00059	17797.671	18017	16306	825	817.136	865
RUMHYD_00060	3629.684	2203.464	3766.22	59.264	78	80.108
RUMHYD_00061	5489.293	3239.536	5453.78	185.736	145	324.55
RUMHYD_00062	1998.417	1097.936	1550.601	64	64	133.09
RUMHYD_00063	3274.583	2515.064	2277.399	189	153	266.251
RUMHYD_00064	20410.682	15484	20238	1125	845	698
RUMHYD_00065	7884	2339	7782.341	180	179	151
RUMHYD_00066	4	1	0	6	0	17
RUMHYD_00067	3038.998	3647	1399	451	255	430
RUMHYD_00068	4245	3855	3711	269	142	146.006
RUMHYD_00069	8876.904	7193	10094	552	391	517.994
RUMHYD_00070	20593.245	13818	17480	639	466	538
RUMHYD_00071	5	20	8	0	0	9
RUMHYD_00072	1010	1318	1335	23	14	29
RUMHYD_00073	730	603	598	55	86	368
RUMHYD_00074	5	0	0	0	0	0
RUMHYD_00075	528	1063	815	21	27	34
RUMHYD_00076	3116	4362	5089	288	235	200
RUMHYD_00077	2738.85	4340.395	3187.89	212	176	149
RUMHYD_00078	10145.124	12591.675	13975.11	449	362	292
RUMHYD_00079	1433.81	1974.007	2133.793	65.139	31	16
RUMHYD_00080	11479.364	16634.247	19537.384	444.001	351	163
RUMHYD_00081	12591.506	15282.972	20390.723	290.86	281	249.651
RUMHYD_00082	5766.39	5806.07	7367.119	113	146	99.349
RUMHYD_00083	3827.148	4306.186	5788.828	49	75	69
RUMHYD_00084	2856.557	2596.109	2488.518	55	81	53.99
RUMHYD_00085	1433.646	1074.395	1186.498	33.275	36	41.01
RUMHYD_00086	4281.776	2550.869	3263.431	32.725	70	60.495
RUMHYD_00087	3896.354	1981.463	2984.727	28	57.997	53.505
RUMHYD_00088	4950.677	1184.981	4155.873	48	81.003	38
RUMHYD_00089	261.162	194.883	320.006	9	3	57
RUMHYD_00090	275.381	362.299	359.994	15	4	82
RUMHYD_00091	115.458	129.819	125.478	13	15	47
RUMHYD_00092	79	143	119.522	6.686	6	36
RUMHYD_00093	27	26	39	8.314	6	49
RUMHYD_00094	22	20	13	10	10	68.089
RUMHYD_00095	4	2	9	5	9	77.911
RUMHYD_00096	0	9	5	3	0	46
RUMHYD_00097	5	1	2	0	3	36
RUMHYD_00098	5	3	5	2	10	72.259
RUMHYD_00099	0	7	0	0	0	9.741
RUMHYD_00100	1922	2364	1893	132	129	54
RUMHYD_00101	1081	1177	927	29	23	8
RUMHYD_00102	5398	5186	4455	316	225	184
RUMHYD_00103	2569.909	5847.566	3947.393	229.408	206	128.254
RUMHYD_00104	1033.091	1596.434	1077.607	167.592	84	100.746
RUMHYD_00105	5	1	2	0	4	58
RUMHYD_00106	1	3	0	0	0	14
RUMHYD_00107	3	0	2	2	9	56
RUMHYD_00108	10	24	7	4	1	27
RUMHYD_00109	10	12	7	2	0	33
RUMHYD_00110	10	1	6	0	7	64.388
RUMHYD_00111	9	14.316	26	2	7	56.612
RUMHYD_00112	26	24.684	27	1	0	35
RUMHYD_00113	36	38	25	5	0	16
RUMHYD_00114	48	42	47	0	10	30
RUMHYD_00115	2.521	2	3	0	0	6
RUMHYD_00116	109.479	83	114	4	16	35
RUMHYD_00117	16	11	12	6	0.899	23
RUMHYD_00118	22	23	12	1	9.101	23
RUMHYD_00119	45	25	20	10	4	64
RUMHYD_00120	12	9	12	3	4	55
RUMHYD_00121	10	14	6	10	11	141
RUMHYD_00122	6	0	7	4	7	41
RUMHYD_00123	343.685	397.914	581.63	28	12	47.631
RUMHYD_00124	339.157	502	506.095	24.808	25	44
RUMHYD_00125	285.321	398	360.905	43.192	30	222
RUMHYD_00126	161	195	158	18	12	102
RUMHYD_00127	95	148	104	31	23.341	96.278
RUMHYD_00128	294	362	357	22	18.659	86.722
RUMHYD_00129	264	296	254	49	44	216
RUMHYD_00130	197	256	225	26.666	31	200.122
RUMHYD_00131	305	312	312	48.334	42	275.878
RUMHYD_00132	1335	751	2244.711	126	21	32
RUMHYD_00134	0	0	0	1	0	7
RUMHYD_00133	6585.038	8127.011	7974	738	365	454.498
RUMHYD_00135	1074	832	879	73	73.584	150.099
RUMHYD_00136	5899.39	4799	6878	368	206.416	293.402
RUMHYD_00137	3650.722	2746.755	4962.896	106	100	97
RUMHYD_00138	1154.278	749.245	1333.104	63	17	68
RUMHYD_00139	40292.145	12365	49953	857	554	499
RUMHYD_00140	11	10	54	5	0	21
RUMHYD_00141	7	6	4	1	10	12
RUMHYD_00142	6	3	31	0	0	3
RUMHYD_00143	494	392	587	27	12	37
RUMHYD_00144	159	113	200	7	5	25
RUMHYD_00145	0	0	0	0	0	0
RUMHYD_00146	414.793	273	387	35	9	61
RUMHYD_00147	57.207	38	39	2	0	5
RUMHYD_00148	2181	2182.425	2061	359	166	200.001
RUMHYD_00149	1071	1203.575	760	99	25	104.999
RUMHYD_00150	2128	2401.222	2385	257	160	203
RUMHYD_00151	22396.313	20403.962	22934	1049.999	822	711
RUMHYD_00152	7934.687	6232.816	7474	249.001	237	173
RUMHYD_00153	10966	6719	10519.881	440	315	395.665
RUMHYD_00154	10251.027	9676	13955.009	688	552	612.905
RUMHYD_00155	11661.237	11819.014	16927.327	699	352	407.43
RUMHYD_00156	96733.855	181676.233	199717.075	6761	4187	2521
RUMHYD_00157	497.807	5417.495	3333.826	57	27	90
RUMHYD_00158	234.193	2768.529	1470.174	25	34	56
RUMHYD_00159	0	0	0	0	0	3
RUMHYD_00160	530	496	610	94	77	230.373
RUMHYD_00161	18796.45	13626.796	9064	302	420	180.627
RUMHYD_00162	54752.037	161103.467	60209.512	3365.415	2156.012	1117.114
RUMHYD_00163	73209.46	172904.614	90553.954	3591.565	1916.988	1080.876
RUMHYD_00164	120209.151	200217.278	135097.148	3851.019	3863	1986.198
RUMHYD_00165	88640.078	142827.707	117575.107	2430	2235	1048.841
RUMHYD_00166	174778.104	253930.85	188765.821	3688.028	4356.518	1956.622
RUMHYD_00167	259672.645	398330.966	292589.57	6471.838	5480.482	2593.349
RUMHYD_00168	458.413	1718.658	1801.829	42	49	49
RUMHYD_00169	2678.036	9706.404	12032.602	153.498	158	105
RUMHYD_00170	1459.551	4726.274	7038.568	65.502	83	37
RUMHYD_00171	13293	9765	19413	739	447	337
RUMHYD_00172	40820.654	19750.291	44046	591	468	554
RUMHYD_00173	2097	4877	3652	82	68	27
RUMHYD_00174	62934.351	54517	68828.007	1623	1277	903
RUMHYD_00175	7714.445	6464.523	9507.996	85	82.152	79.445
RUMHYD_00176	8330.784	8762.372	10961.574	120	77.848	178.555
RUMHYD_00177	487.161	455.376	476.573	18	32	34
RUMHYD_00178	1052	621	1224	28	24	144
RUMHYD_00179	9252.46	14779.335	14804.678	606	370	238
RUMHYD_00180	1243.54	2465.665	1968.322	68	60	30
RUMHYD_00181	25	10	21.043	0	0	12.061
RUMHYD_00182	1045	2282	1396.957	161	208	293.233
RUMHYD_00183	1836	3306	2658.128	129.601	116	154.706
RUMHYD_00184	1401	2332	2353	74.399	43	139.369
RUMHYD_00185	1114	1967	851	228	73	232.631
RUMHYD_00186	1343	611	1688	71	24	36
RUMHYD_00187	3717.035	8304	4803	621.543	478	396.424
RUMHYD_00188	184	350	365	19.457	17	53.576
RUMHYD_00189	18966.168	25949	27534	901	468	333
RUMHYD_00190	209	169	261	90	40	68
RUMHYD_00191	3431.101	10158.63	5214.147	280	150	191
RUMHYD_00192	1603.326	5199.856	2515.727	178	109	65.607
RUMHYD_00193	990.573	2815.514	1035.126	54	25	13.393
RUMHYD_00194	67	19	33	1	4	2
RUMHYD_00195	872	1230	837	287	140	398.775
RUMHYD_00196	228	147	158	24	48	95.724
RUMHYD_00197	1633.994	1637.735	2003.062	188.876	100	94.501
RUMHYD_00198	1925.006	1929.265	1569	202.124	209	139
RUMHYD_00199	1397.045	1472.656	1494	130	138	180
RUMHYD_00200	6208.681	5130.226	5975.936	511.55	406	498
RUMHYD_00201	5028.195	4113.118	4907.064	443.45	261	306.334
RUMHYD_00202	658.575	407.433	584	197	44	162.666
RUMHYD_00203	3423.425	1896.567	3256	163	124	190
RUMHYD_00204	2615	1014	1757	222	204	363.276
RUMHYD_00205	1616	616	1426	51	85	93.724
RUMHYD_00206	1231	2419	2404	48	42	28
RUMHYD_00207	587.791	1438.505	1141.027	33	33	18
RUMHYD_00208	639.558	1552.769	1332.956	32	15	41.979
RUMHYD_00209	868.246	2666.063	1753.891	72.724	37.821	74.611
RUMHYD_00210	2100.406	6569.718	4607.153	163.276	141.179	78.41
RUMHYD_00211	838	748	556	99	72	165
RUMHYD_00212	254	241	96	23	8	60.561
RUMHYD_00213	1286	2038	1398	153	111	199.101
RUMHYD_00214	1264	1901	1330	205	120	341.338
RUMHYD_00215	5	0	2	1	0	3
RUMHYD_00216	3979.843	7357.012	6220.462	314	295	315.445
RUMHYD_00217	770.721	1310.586	955.538	44.998	35	85.869
RUMHYD_00218	3049.436	4215.356	2548	230.002	156	272.545
RUMHYD_00219	15079	16275	14271	672	621	511.142
RUMHYD_00220	4723.564	5179.39	6756.721	270.394	197	244
RUMHYD_00221	6912.694	8316.611	8967.279	255.127	123	118.044
RUMHYD_00222	19627.608	15779.336	31929.13	1016.815	727	732.094
RUMHYD_00223	19879.809	15439.136	23298.013	657.665	494	288.863
RUMHYD_00224	1103	604	1782	36	31	35
RUMHYD_00226	1045.663	1187	541	577.17	163	370.808
RUMHYD_00227	510.337	409	183	191.83	55	198.192
RUMHYD_00228	0	0	1	0	5	26
RUMHYD_00229	1645	1021	1262	356	241	307
RUMHYD_00230	7	0	4	5	0	12
RUMHYD_00231	876	607	1362	31	28	19
RUMHYD_00232	578	478	396	65	54	63.618
RUMHYD_00233	13207	15540	12628	878	527	750.384
RUMHYD_00234	931.215	1394.614	1013	62	35	97.001
RUMHYD_00235	2773.194	2849.864	3163	196	154	115.997
RUMHYD_00236	964.434	917.765	959.353	24	32	45.528
RUMHYD_00237	25435.791	29343.561	36265.647	1804	1171	1009.472
RUMHYD_00238	1264	522	1206	83	50	175.101
RUMHYD_00239	1548	800	1255	77.576	61	118.899
RUMHYD_00240	346	165	361	29.424	18	77
RUMHYD_00242	92	94	177	9	6	22
RUMHYD_00241	3	0	3	0	0	0
RUMHYD_00243	795.244	3186.642	1429.125	75	71	163.041
RUMHYD_00244	106.772	335.358	161	11	21	114.396
RUMHYD_00245	105	426	158	19	5	110.563
RUMHYD_00246	27	68	26	2	0	55
RUMHYD_00247	4432.136	2138	5279	322	290.569	342.95
RUMHYD_00248	11194.862	5144	11974	454.809	318.431	361.05
RUMHYD_00249	6756.318	2884	8007.714	472.191	191	392.001
RUMHYD_00250	2517.825	970	2508.286	94	75	123.999
RUMHYD_00251	16542.304	10634.204	18447.048	307.109	221	210.964
RUMHYD_00252	10117.215	5675.796	12489	301.891	259	219.036
RUMHYD_00253	2781	901	2114	163	102	235
RUMHYD_00254	281	349	382	17.376	11	100.775
RUMHYD_00255	532	563	645	29.624	19	115.225
RUMHYD_00256	319	305	366	20	28	130
RUMHYD_00257	693	559	957	24	26	65
RUMHYD_00258	2478.124	1527	4121	82	73	69
RUMHYD_00259	21914.525	70860.9	38877.123	2624.452	1849.058	1067.416
RUMHYD_00260	35943.792	108447.063	55984.854	2668.19	1977.032	982.584
RUMHYD_00261	34530.235	46870.606	48396.122	4754.773	2693.153	2413.958
RUMHYD_00262	4414.282	3794.683	3836.903	421.227	256.757	268.042
RUMHYD_00263	7	5	5	0	0	0
RUMHYD_00264	661	451	370	90	51	202
RUMHYD_00265	2349.65	1781.57	1977.684	110.629	126	85.812
RUMHYD_00266	12257.723	9598.42	11031.048	534.36	626	472.188
RUMHYD_00267	18268.237	9037.081	13466.268	612.011	604	587.47
RUMHYD_00268	10514.341	7556.929	13118	1157	709	538.53
RUMHYD_00269	35	6	10	0	0	24
RUMHYD_00270	67	102	126	71	9	173.552
RUMHYD_00271	2774	2148	2370	236	260	752.815
RUMHYD_00272	3194	1598	3846	346	207	258.633
RUMHYD_00273	6618	3216	7303	223	214	242
RUMHYD_00274	109.732	122.175	171.693	10.056	11	24
RUMHYD_00275	21.298	27.693	45.405	7.001	1.198	0
RUMHYD_00276	873	865	918	78	60	234.501
RUMHYD_00277	181	208	165	24	37	143.501
RUMHYD_00278	739	849.628	829	49	32	273.998
RUMHYD_00279	2	1	0	0	0	0
RUMHYD_00280	24300.146	8944	44747.655	319	373	254
RUMHYD_00281	1481	1227	2968	41	73	131
RUMHYD_00282	2793	2351	5704	215	98	255
RUMHYD_00283	1277.287	984	3377	203	117	192.033
RUMHYD_00284	3051.713	3692.16	5939.194	192	171	129.967
RUMHYD_00285	2955.041	3027.84	3891.071	241	157	243
RUMHYD_00286	1353	895	576	103	60	182
RUMHYD_00287	6341	4897	7868	608	267	221
RUMHYD_00288	115	49.542	78	35	35	40.128
RUMHYD_00289	2379	951.458	2897	571	334	478.872
RUMHYD_00290	181	120	109	22	9	8
RUMHYD_00291	123	30	119	65	24	27
RUMHYD_00292	107	42	41	10	10	55.984
RUMHYD_00293	345	123	380	66	43	94.016
RUMHYD_00294	556.051	252	409	126	58	175
RUMHYD_00295	6859.949	2536	9852	1202	751	750
RUMHYD_00296	1211	621	590	70	121.826	217.586
RUMHYD_00297	775.02	416	396	48	81.174	115.414
RUMHYD_00298	7681	3899.997	6110	219	195	246
RUMHYD_00299	17	7	8	0	6	1
RUMHYD_00300	1631	3345	2263	135	108	56
RUMHYD_00301	13	0	9	1	0	0
RUMHYD_00302	1060.798	886.348	1105.383	120	66	130.275
RUMHYD_00303	750.202	330.656	351.617	42	16	94.322
RUMHYD_00304	553	259	384	33	55	145.404
RUMHYD_00305	24186.506	24249.655	40067.134	685	532	249
RUMHYD_00306	5330.068	4739.002	5234	360	306	432
RUMHYD_00307	3992.95	2588.998	3889	218	254	449
RUMHYD_00308	1895.682	1263	1252	156	53	110.604
RUMHYD_00309	10158	8780	11977	427	343	309.396
RUMHYD_00310	11063	25448.317	25525	689	370	295
RUMHYD_00311	20198.845	10065	18425	1929	1431	850
RUMHYD_00312	4165	2393	1178	118	109	74
RUMHYD_00313	29	7	38	1	4	0
RUMHYD_00314	24253.323	16645	11289	1087	966	678
RUMHYD_00315	192597.444	220057.973	273661.982	7599	5815	3515
RUMHYD_00316	30778.218	31344.014	33744.739	1124.039	772.117	529.521
RUMHYD_00317	263515.754	271099.17	316393.046	5447.971	4475.883	3046.479
RUMHYD_00318	146370.702	88131.673	155699.628	2752	1821	1304
RUMHYD_00319	79734.726	80208.812	92243.698	2475.305	1840.086	1089
RUMHYD_00320	129716.094	112107.764	144506.49	2936.372	2422	1677.181
RUMHYD_00321	96952.178	68298.5	131761.806	3124	1687	1302
RUMHYD_00322	71467.038	24756.319	35299.679	2734	2471	1637.175
RUMHYD_00323	23764.404	7980.681	12234	560	458	336.825
RUMHYD_00324	5824	3517.086	4859.878	121	59	98
RUMHYD_00325	107473.797	70914.914	97151.068	1655	1662	1022
RUMHYD_00326	36.017	8	17	3	0	14
RUMHYD_00327	1783	1694	1204	245	131	274
RUMHYD_00328	4604.052	3576	4413	193	155	262
RUMHYD_00329	0	0	1	0	0	0
RUMHYD_00330	0	0	0	0	0	0
RUMHYD_00331	8305.234	4760.002	7388.025	671.819	461	209.475
RUMHYD_00332	210137.136	138836.452	404957.721	4993.983	4930.614	2361.525
RUMHYD_00333	212836.225	154755.836	619198.911	3231.19	3087.392	1516
RUMHYD_00334	211677.591	239974.903	738149.301	3304.289	3732.994	1783.149
RUMHYD_00335	136101.711	136082.5	471061.433	2507.719	2680	1098.851
RUMHYD_00336	8417	20036.047	15531	909	407	397
RUMHYD_00337	27	18	66	0	0	0
RUMHYD_00338	3038.998	2811	4101	234.01	193	124
RUMHYD_00339	16159.031	14921.746	18348.551	644.407	639.883	546
RUMHYD_00340	18194.292	13079.78	18186	387.583	308.117	441
RUMHYD_00341	18	19	5	0	0	0
RUMHYD_00342	1582	822	1206	115.166	92	172.001
RUMHYD_00343	831	310	709	146.834	41	325.999
RUMHYD_00344	150	49	132	43	23	206
RUMHYD_00345	267	327	373	35	22	97
RUMHYD_00346	770	487	844	68	33	61
RUMHYD_00347	59	108	37	6	14	82
RUMHYD_00348	10469	10634.046	16301	475	381	427
RUMHYD_00349	1934	3140	3474	86	93	126
RUMHYD_00350	5976.095	5191	4599	718	420	460.831
RUMHYD_00351	3240	4415.475	2910	262.145	344	391.449
RUMHYD_00352	9401.405	12993.992	10718.521	1340.855	856	971.991
RUMHYD_00353	1317.113	1473.008	2136.479	41	30	96.729
RUMHYD_00354	5453	3867	5732	322	268	268
RUMHYD_00355	367	237	178	39	38	135
RUMHYD_00356	59	21	34	19	22	100
RUMHYD_00357	8840.869	7195.29	10395.846	358.341	297.331	204.65
RUMHYD_00358	86862.345	70336.863	100410.15	2968.659	2133.771	1593.35
RUMHYD_00359	47161.668	50121.514	66312.29	1807.764	1338.96	860.327
RUMHYD_00360	198610.719	188729.325	226263.095	4539.236	3725.938	2914.673
RUMHYD_00361	4194.818	3050.43	5663.43	140.476	96.449	75
RUMHYD_00362	0	0	0	0	5	19
RUMHYD_00363	15	11	4	9	0	131
RUMHYD_00364	140	183	38	22	16	75
RUMHYD_00365	9	9	7	1	0	0
RUMHYD_00366	216	174	301	11	7	126
RUMHYD_00367	24	25	41	0	7	3
RUMHYD_00368	309	310	705	14	1	11
RUMHYD_00369	0	1	5	0	10	17
RUMHYD_00370	2006.702	1324.57	2842.978	34.524	31.551	46
RUMHYD_00371	20419.974	11364.512	23473.834	446	344	585
RUMHYD_00372	1770.282	729	1765.519	34	55	95.244
RUMHYD_00373	665	165	668	46	23.005	74.529
RUMHYD_00374	973	375	1061	23	35.995	42.642
RUMHYD_00375	397.064	189.583	501.823	19	19	54.585
RUMHYD_00376	2330.159	1389.417	2219.177	84	55	137
RUMHYD_00377	356.777	64	309	7	16	96
RUMHYD_00379	0	0	0	0	0	0
RUMHYD_00378	58	11	28	7	10	50
RUMHYD_00380	182	34	79	5	14	44
RUMHYD_00381	25903	25589.943	31672	1153	1196	793.995
RUMHYD_00382	128.889	96.057	154.558	23	6	55.005
RUMHYD_00383	60.2	48.002	117.568	4.013	0	11
RUMHYD_00384	4622.135	3032	7087	150	84	107
RUMHYD_00385	239	345	353	4	14	75
RUMHYD_00386	12	4	8	0	0	14
RUMHYD_00387	960	854	603	44	66	110
RUMHYD_00388	352	371	169	24	28	16
RUMHYD_00389	740.002	616	784	26	34	105.564
RUMHYD_00390	408.998	211	328	15	29	89.302
RUMHYD_00391	1472	1052	1135	68	89	169.133
RUMHYD_00392	4923.778	6510.53	10225.889	188	76	157
RUMHYD_00393	3145.857	2596.47	5324.111	99	128	59
RUMHYD_00394	3	1	4	0	0	0
RUMHYD_00395	167.744	114	155	19	12.477	42.472
RUMHYD_00396	1241.256	1601	1667.213	67	59.523	84.528
RUMHYD_00397	271	207	399.787	4	31	7
RUMHYD_00398	757	410	997	35	20	251
RUMHYD_00399	3673.636	4410.074	6803.977	268.369	206	185
RUMHYD_00400	1334.364	1329.926	1783.023	36.631	62	74.831
RUMHYD_00401	349	131	477	16	1	53.169
RUMHYD_00402	7012.655	9144	8718	704.77	519	279
RUMHYD_00403	326.26	539	486	26.23	31	19
RUMHYD_00404	1761.085	1814	1464	88.339	102	138
RUMHYD_00405	17402	14241.89	25350.076	671.661	511	415
RUMHYD_00406	43578.609	30608	26770	2009	1664	882
RUMHYD_00407	613	520	561	61	49	86.155
RUMHYD_00408	1261	1326	1695	268	249	389.536
RUMHYD_00409	2239	2399.697	2968	248.029	203	474.068
RUMHYD_00410	1842.842	1742.561	2059.007	163.971	147	303.241
RUMHYD_00411	1424.158	1598.744	2349	152.912	171	140
RUMHYD_00412	1269	1268	1635	119.088	96	111
RUMHYD_00413	1388.638	1203	1835	92	75	213
RUMHYD_00414	510.362	377	690	41	26	62.321
RUMHYD_00415	1631	1114	1927	132	86	213.679
RUMHYD_00416	3299.084	2517	5136.068	332	185	163
RUMHYD_00417	2554.916	1712	3327.932	170	112	261.998
RUMHYD_00418	4345	2270	5062	201	173	171.78
RUMHYD_00419	2401.319	1041.738	2142.637	56.03	64	90.221
RUMHYD_00420	21165.027	7971.698	24061.367	632.97	450	349.122
RUMHYD_00421	6619.263	1999.407	6807.175	146.749	143	173.878
RUMHYD_00422	1337.938	441.246	1552.729	17.028	35	14
RUMHYD_00423	8331.818	3235.778	10800.639	223.779	115.488	144.27
RUMHYD_00424	7359.97	2135.183	8920.031	224.444	127.512	203.817
RUMHYD_00425	10874.252	7933.95	8141.876	563	741	408.914
RUMHYD_00426	1272.94	945	1111	53	62	191
RUMHYD_00427	15044.327	9581.221	15990.401	399	351.112	421.551
RUMHYD_00428	4102.34	2063.99	3560.835	131	111.888	203.886
RUMHYD_00429	11569.773	6207.019	11616.342	465.825	395.009	259.563
RUMHYD_00430	6081.304	2642.218	7795.658	151.175	151.991	134.243
RUMHYD_00431	3791.541	1629.551	4154.328	129.998	86	137.545
RUMHYD_00432	3242.119	1325	3502.772	150.002	73	155.211
RUMHYD_00433	35717.947	74792.004	44589.9	4160	2416	1749
RUMHYD_00434	833	1330.007	1530	49	33	64
RUMHYD_00435	10856.281	4744	8546.086	232	295	196.004
RUMHYD_00436	709.318	116	477.914	7	9	36.996
RUMHYD_00437	6270.351	1305.411	3668	89	74	131
RUMHYD_00438	76380.068	17023.616	43069	424	468	291
RUMHYD_00439	3498.012	2916	2695	324	183	195
RUMHYD_00440	1227.39	77	455	16	10	48
RUMHYD_00441	5466	5872	5566	748	297	301
RUMHYD_00442	1623	2659	1480	164	150	97
RUMHYD_00443	1118.014	307.009	1355.341	90.004	39	65.283
RUMHYD_00444	1284.539	291.693	1335.215	128.996	69	97.717
RUMHYD_00445	226.971	54.298	193.737	7	9	6
RUMHYD_00446	2700.476	807	2761.707	288	206	210
RUMHYD_00447	3519.52	1342.151	4850.862	146.749	34.16	91
RUMHYD_00448	17929.865	7510.909	30945.418	936.022	294.018	380.565
RUMHYD_00449	14230.145	5776.629	24471.401	1336.229	644.821	465.435
RUMHYD_00450	20662.094	16043.858	41010.51	279	236	135
RUMHYD_00451	19916.361	11820.08	30561.234	429	280	157
RUMHYD_00452	1462.807	2150.473	2094.011	59	38.167	66
RUMHYD_00453	7013.917	7604.537	10489.158	212.559	189.833	152
RUMHYD_00454	3338.832	3540.098	4497.822	136.441	94	149.995
RUMHYD_00455	11005.86	16983.539	20347.701	584	480	398.005
RUMHYD_00456	1857.555	2611.988	3187.307	131	72	63
RUMHYD_00457	1	0	0	2	0	7
RUMHYD_00458	110	113	170.001	12	8	24
RUMHYD_00459	10558	8682.231	20786.999	545	420	293
RUMHYD_00460	41	64	108	9	5	28
RUMHYD_00461	0	0	0	0	0	0
RUMHYD_00462	791	970.107	1394.007	29	8	154
RUMHYD_00463	386.272	435.893	875.685	10	2	64.088
RUMHYD_00464	229.728	312.002	451.308	15	23	109.734
RUMHYD_00465	369	508.998	762	9	13	57.178
RUMHYD_00466	336	697	905	0	3	18
RUMHYD_00467	676	1556	1672	54	16	144.863
RUMHYD_00468	673.464	3000.3	1832.604	78.158	47	183.137
RUMHYD_00469	182.538	519.712	403.396	20.842	22	65
RUMHYD_00470	31400.362	37673	39432	922	687	314
RUMHYD_00471	5486	7692	8189	283	210	174
RUMHYD_00472	3129.368	931.976	3597.376	128	86	244
RUMHYD_00473	3223.632	895.024	3611.624	71	40	78
RUMHYD_00474	9092.599	6655.896	10075.057	310	283	297.904
RUMHYD_00475	3024.943	1955.048	3475.503	166.914	138.508	129.697
RUMHYD_00476	9145.458	6899.056	12051.44	496.086	424.492	304.399
RUMHYD_00477	2620.424	1412	2436.044	135	137	150
RUMHYD_00478	3852.576	2622	4178.021	201.111	255	239.189
RUMHYD_00479	3997.17	3982.231	5289.684	251.889	168	161.016
RUMHYD_00480	3717.313	2707.99	4508.102	168	178	171.795
RUMHYD_00481	5881.897	3254.558	7142.826	328	161	176
RUMHYD_00482	1939.62	761.221	2050.368	84	48	77.983
RUMHYD_00483	9682	5110	11618.004	426	228	278.017
RUMHYD_00484	5056.682	3082.659	4838.418	350	225	216.528
RUMHYD_00485	9104.744	4796.341	9526.581	396	411	342.472
RUMHYD_00486	4466.613	2354.021	5511.439	142.076	71	69
RUMHYD_00487	2777.227	2171.39	3929.145	132.211	46	95.962
RUMHYD_00488	8889.16	8227.59	12082.417	591.713	347	283.038
RUMHYD_00489	0	3	10	1	1	7
RUMHYD_00490	19974.734	21784.459	27957.836	1341.019	1100.983	561
RUMHYD_00491	12022.871	10792.314	17690.347	791.547	480.376	259.206
RUMHYD_00492	12698.757	7336.322	11481.555	450.343	337.641	246.895
RUMHYD_00493	6591.651	5912.902	5727.639	822.092	524.001	534.899
RUMHYD_00494	0	0	0	1	0	9
