geneID	patricID	transcriptID	function	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	l2fc_32_12	adjP_32_12	l2fc_32_72	adjP_32_72
RUMHYD_02552	fig|476272.21.peg.683	EEG48550	hypothetical protein	89.83673	107.569971	86.048709	393.367501	359.558097	456.24299	33.966024	42.571527	37.506728	-1.341261766	0.000729611	-2.665980393	7.03E-09
RUMHYD_00183	fig|476272.21.peg.3189	EEG50889	N-acetylhexosamine 1-kinase (EC 2.7.1.162)	10.967415	11.357547	10.336657	36.15002	79.890768	54.78441	12.373256	26.120309	25.381363	-1.660058529	0.000735219	-0.832501471	0.15918263
RUMHYD_02275	fig|476272.21.peg.1708	EEG48825	hypothetical protein	2.331429	0.678481	2.624183	0.183356	0.089959	0.559789	3.37999	5.024987	43.160641	3.464408014	0.000737702	6.266711297	3.96E-09
RUMHYD_02145	fig|476272.21.peg.1577	EEG48929	hypothetical protein	62.184196	57.543158	71.610715	319.250213	527.063336	253.792258	336.699012	628.092686	280.695407	-1.536416646	0.000754857	0.79139133	0.226874061
RUMHYD_00603	fig|476272.21.peg.3610	EEG50437	Sulfur carrier protein FdhD	16.840849	49.75412	35.759572	13.017195	19.760752	10.51552	17.087209	9.650932	43.69423	2.02734436	0.000760157	1.273519779	0.061718575
RUMHYD_00850	fig|476272.21.peg.3858	EEG50208	Dihydrofolate reductase (EC 1.5.1.3)	2380.396449	913.556994	1304.710399	1076.478392	387.015346	896.835146	306.650431	380.606324	282.929427	1.772357435	0.00076679	-0.556509454	0.38137766
RUMHYD_03268	fig|476272.21.peg.1395	EEG47833	[FeFe]-hydrogenase maturation protein HydF	133.050548	143.575195	181.262491	102.368083	33.104425	96.251799	45.453589	58.750877	72.990007	1.752684983	0.000799688	0.317111828	0.634436794
RUMHYD_00581	fig|476272.21.peg.3588	EEG50415	Formate efflux transporter FocA	2514.297498	888.645705	1245.928383	9774.901792	6964.215548	6077.695847	973.597785	1709.444175	868.199149	-1.571481291	0.000807001	-1.960667582	0.000193745
RUMHYD_00828	fig|476272.21.peg.3834	EEG50240	hypothetical protein	64.655982	48.125665	66.065376	325.454993	221.105226	185.417576	43.229495	60.211614	45.62482	-1.344298031	0.000809572	-1.542283291	0.002301932
RUMHYD_00982	fig|476272.21.peg.2328	EEG50094	hypothetical protein	0.529869	0.63418	0.485268	5.536702	2.179856	3.284072	0.860731	4.569354	28.91776	-1.974324755	0.000814785	1.953924997	0.03764867
RUMHYD_03558	fig|476272.21.peg.237	EEG47566	"Acetyltransferase, GNAT family"	97.402697	21.461033	31.966459	18.593589	25.818334	17.944185	12.539227	28.076054	30.908704	2.012365415	0.000815901	0.719459846	0.302767547
RUMHYD_02387	fig|476272.21.peg.1822	EEG48719	Threonine dehydrogenase and related Zn-dependent dehydrogenases	17.314657	17.700939	18.954666	77.56641	72.424863	67.01588	14.625003	27.45067	40.24172	-1.254661812	0.000816041	-0.83461138	0.083540934
RUMHYD_03790	fig|476272.21.peg.472	EEG47323	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	474.06318	399.326241	477.6623	420.77456	234.814696	264.327405	58.668189	136.701058	99.416821	1.322823577	0.000819115	-1.00060367	0.049011963
RUMHYD_01406	fig|476272.21.peg.2756	EEG49593	hypothetical protein	39.711505	29.252806	20.939555	4.349994	6.344797	6.579853	0	0	0	3.203325179	0.000819115	-1.535823371	0.782755962
RUMHYD_00268	fig|476272.21.peg.3274	EEG50753	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
RUMHYD_00804		EEG50267		37.221049	51.263921	66.422885	378.759354	181.116878	236.393481	13.51898	14.639016	25.346526	-1.608538731	0.000843523	-3.216809045	1.38E-11
RUMHYD_02502	fig|476272.21.peg.1932	EEG48607	hypothetical protein	24.771777	15.837885	23.166513	131.583686	104.044555	66.296161	10.481898	48.481763	70.561279	-1.450240666	0.000846242	-0.800418076	0.234763213
RUMHYD_02459	fig|476272.21.peg.1890	EEG48638	hypothetical protein	73.987533	62.662865	83.345757	49.80437	51.475231	55.428309	19.881227	23.503814	32.453418	1.195704298	0.000854519	-0.365265924	0.48235821
RUMHYD_00609	fig|476272.21.peg.3616	EEG50443	"Tungstate ABC transporter, permease protein"	10.334662	6.755376	11.391758	32.025487	52.205122	59.895255	5.043212	6.517859	24.94874	-1.591351637	0.000860543	-1.54263386	0.025451861
RUMHYD_00635	fig|476272.21.peg.3640	EEG50469	hypothetical protein	5.693405	8.42751	11.780497	126.731184	48.951482	41.747649	4.09446	10.380087	40.687801	-2.040938349	0.000889155	-1.664000513	0.069448689
RUMHYD_03111	fig|476272.21.peg.1242	EEG48000	3'-to-5' exoribonuclease RNase R	43.381521	34.12719	46.433194	25.024602	28.438607	32.286879	20.992005	26.024005	36.195077	1.229463249	0.000919617	0.627250239	0.202890232
RUMHYD_03651	fig|476272.21.peg.330	EEG47471	hypothetical protein	7.072431	14.052206	10.894532	41.807978	79.50597	65.675738	10.59904	12.53732	12.753419	-1.784398	0.000928773	-1.675141315	0.002393248
RUMHYD_02163	fig|476272.21.peg.1592	EEG48944	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	89.742248	121.000372	195.685001	41.988957	58.681377	100.36405	36.282881	48.922979	50.852348	1.848628283	0.000933172	0.058613157	0.944428457
RUMHYD_00117	fig|476272.21.peg.3123	EEG51060	hypothetical protein	1.962289	2.682236	2.799671	0.856126	0.721694	0.636504	1.590936	0.548377	10.435902	2.603192292	0.000943152	2.884735524	0.062069537
RUMHYD_00360	fig|476272.21.peg.3368	EEG50709	"Uncharacterized bifurcating oxidoreductase CLOST_2294-CLOST_2296, alpha (oxidoreductase) subunit"	482.769463	379.996838	490.880092	1474.264092	1720.12633	1795.193259	162.047932	316.632239	178.958249	-1.189767634	0.000943152	-2.210144513	5.74E-06
RUMHYD_01426	fig|476272.21.peg.2775	EEG49613	hypothetical protein	31.811226	30.882079	43.568113	16.653294	19.48182	28.377278	9.302383	12.126142	14.054333	1.473056008	0.000960351	-0.195782038	0.793040991
RUMHYD_00817	fig|476272.21.peg.3823	EEG50257	leucine Rich Repeat domain protein	17.701251	26.430515	36.470645	277.112912	86.150549	150.555384	14.801041	26.965386	43.813562	-1.861214781	0.000960367	-2.008909683	0.000287067
RUMHYD_01442	fig|476272.21.peg.2790	EEG49629	hypothetical protein	19.332586	25.131958	11.202135	95.912102	158.658195	135.391164	54.102479	34.914813	19.85908	-1.828530517	0.000960367	-1.050206887	0.199908719
RUMHYD_02869	fig|476272.21.peg.1003	EEG48238	hypothetical protein	170.96791	147.42593	122.33496	146.597929	80.591324	33.122311	293.855804	499.594942	516.579892	1.860289213	0.000986001	2.895566839	1.38E-06
RUMHYD_00254	fig|476272.21.peg.3260	EEG50821	Uncharacterized oxidoreductase YgcW	0	1.203717	0.572404	7.519231	11.458907	10.573715	2.26518	3.364183	22.5647	-3.161567632	0.000988731	0.272873345	0.803168528
RUMHYD_01790	fig|476272.21.peg.2167	EEG49281	Threonine synthase (EC 4.2.3.1)	264.865697	217.666272	257.586934	152.602029	180.264061	195.61699	51.227215	103.192153	67.04164	1.195899739	0.001010849	-0.571708134	0.280138616
RUMHYD_00300	fig|476272.21.peg.3305	EEG50785	hypothetical protein	60.04922	39.887046	45.396173	183.486795	461.713068	233.650122	77.499484	138.388349	54.444292	-1.695550629	0.001030953	-1.069422202	0.134538829
RUMHYD_00313	fig|476272.21.peg.3318	EEG50798	hypothetical protein	155.994722	63.018197	79.30755	30.999212	9.118177	44.896004	5.24877	49.831907	0	2.61508564	0.001045692	0.007905258	0.99791088
RUMHYD_00391	fig|476272.21.peg.3398	EEG50677	Cysteine synthase (EC 2.5.1.47)	10.11433	7.183424	7.420034	37.243068	32.660651	29.77741	8.373741	25.739598	35.776702	-1.270583131	0.001045692	-0.019205714	0.98182082
RUMHYD_00989	fig|476272.21.peg.2335	EEG50101	hypothetical protein	0.881751	1.147862	1.485716	5.711112	8.459729	6.998063	1.517086	3.571039	4.282159	-1.837941565	0.001045692	-0.633670473	0.474177002
RUMHYD_02196	fig|476272.21.peg.1627	EEG48891	hypothetical protein	3.41636	1.924672	2.068316	9.736569	13.728025	12.794425	45.817232	6.052746	22.371978	-1.584192703	0.001045692	2.01527413	0.018797795
RUMHYD_02586	fig|476272.21.peg.714	EEG48542	Transcriptional regulator MraZ	11639.13926	3959.599181	7516.707389	6594.441744	4074.763243	1657.347093	3203.151604	4975.923224	2536.149688	1.876247659	0.001055567	0.485249789	0.501280041
RUMHYD_02760	fig|476272.21.peg.890	EEG48356	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	39.302648	45.181726	33.473724	154.080583	139.370877	272.998516	37.288077	61.059195	28.154733	-1.520062368	0.001055605	-1.377343314	0.018635255
RUMHYD_02834	fig|476272.21.peg.967	EEG48274	hypothetical protein	361.407325	232.011286	204.933672	197.274703	88.106961	38.132048	376.02942	553.901516	376.46478	2.016147451	0.001055605	2.766081245	1.77E-05
RUMHYD_02231	fig|476272.21.peg.1665	EEG48859	hypothetical protein	545.64649	213.751235	471.471341	2290.750136	1723.870674	2472.216979	314.727177	456.68381	232.787752	-1.492462139	0.001084506	-2.033983637	0.000200655
RUMHYD_01988	fig|476272.21.peg.2028	EEG49177	hypothetical protein	56.114752	21.138636	39.318675	29.575753	20.034371	8.563694	29.037874	49.373207	161.71455	2.046803984	0.001086192	2.407445846	0.006236529
RUMHYD_01748	fig|476272.21.peg.2124	EEG49320	hypothetical protein	128.993398	91.750239	134.066649	105.672628	15.641886	16.88365	41.588778	74.955741	194.319215	2.444280906	0.001089945	1.585103706	0.134238985
RUMHYD_00700	fig|476272.21.peg.3705	EEG50355	hypothetical protein	58.892796	18.005322	31.44548	18.624164	16.942659	21.94442	4.976973	6.259172	20.250592	1.595793701	0.001095318	-0.363582661	0.631653867
RUMHYD_03763	fig|476272.21.peg.446	EEG47373	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	34.496678	37.066865	31.857246	127.80966	129.919001	188.955143	23.091756	29.661743	24.854446	-1.350749426	0.001096777	-1.792157607	0.000389712
RUMHYD_02966	fig|476272.21.peg.1101	EEG48140	"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination"	18.839781	10.56446	11.389243	9.462558	1.624518	4.954092	5.869732	14.338106	32.967701	2.102838354	0.001102205	2.222079119	0.004671314
RUMHYD_00972	fig|476272.21.peg.2318	EEG50084	hypothetical protein	5.790926	16.709376	11.259307	170.211213	105.427488	49.263941	20.337939	18.235552	13.746257	-2.152885103	0.001109992	-1.902727447	0.01955805
RUMHYD_02528	fig|476272.21.peg.658	EEG48584	IAA acetyltransferase	6.516499	3.358065	5.363078	23.87325	36.453889	26.715396	3.483367	7.012937	10.554015	-1.690020401	0.001111349	-1.577364917	0.058096709
RUMHYD_00022	fig|476272.21.peg.3028	EEG50965	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	15.083372	21.627259	18.968013	13.874255	10.648485	10.434889	6.018684	7.210974	28.120832	1.452580764	0.001115293	0.720563774	0.319259231
RUMHYD_00597	fig|476272.21.peg.3604	EEG50431	hypothetical protein	8.853925	4.71	6.444994	28.301832	25.117697	23.894019	4.986854	11.168767	31.275532	-1.266546819	0.001117342	-0.256223596	0.721750737
RUMHYD_00148		EEG50946		231.521139	84.620593	114.371255	77.169401	94.720037	74.368274	62.236601	67.077366	59.499012	1.519330792	0.00112099	0.346881573	0.58565336
RUMHYD_01656	fig|476272.21.peg.3008	EEG49427	Probable cation-transporting ATPase	190.725454	82.708789	153.0061	82.819679	81.220858	103.889221	46.639175	60.32368	68.834998	1.356022562	0.001124951	0.082080537	0.891800431
RUMHYD_02227	fig|476272.21.peg.1661	EEG48878	"Maltodextrin ABC transporter, substrate-binding protein MdxE"	147.179261	121.345719	183.550545	609.104837	473.143523	705.004559	187.623285	318.556522	124.577208	-1.255698333	0.00113547	-0.717818615	0.248234053
RUMHYD_01419	fig|476272.21.peg.2769	EEG49606	hypothetical protein	44.768521	30.868473	16.40863	23.911687	4.587859	7.352158	8.803748	22.712684	14.769263	2.292349683	0.001136932	0.985428981	0.350283143
RUMHYD_01330	fig|476272.21.peg.2678	EEG49740	Anaerobic sulfite reductase subunit B	3.922166	2.128592	2.821548	14.213204	11.889878	16.26725	1.378476	6.803588	14.263055	-1.517988915	0.001145819	-0.528864604	0.567330201
RUMHYD_01786	fig|476272.21.peg.2163	EEG49313	hypothetical protein	143.59405	117.780518	101.403226	115.957988	32.461188	21.46987	83.853561	70.363977	145.424892	2.073041884	0.001182453	1.453068701	0.054443387
RUMHYD_02268	fig|476272.21.peg.1702	EEG48818	"ABC transporter-coupled two-component system, ATP-binding protein"	0.541883	4.139844	1.952963	19.087196	20.67302	28.953926	3.115019	9.382749	5.343939	-2.472538575	0.001194263	-1.361275649	0.066226636
RUMHYD_02581	fig|476272.21.peg.709	EEG48537	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	109.717698	43.579951	67.004092	312.604906	378.042416	287.507363	52.111514	72.884763	72.746321	-1.42677921	0.001196277	-1.653095336	0.000408758
RUMHYD_00503	fig|476272.21.peg.3508	EEG50627	hypothetical protein	113.709928	66.708467	76.024186	308.185354	303.102652	381.563328	45.085343	90.119306	52.091181	-1.227408978	0.00120471	-1.719240121	0.000564324
RUMHYD_02608	fig|476272.21.peg.736	EEG48508	[4Fe-4S]-AdoMet protein YtqA	87.106126	49.034632	51.016137	202.966347	268.060724	354.019088	31.781347	35.283494	36.744821	-1.424724925	0.001207586	-2.270428449	5.94E-06
RUMHYD_00116	fig|476272.21.peg.3122	EEG51059	repeat unit transporter	3.425828	1.998085	3.428379	1.601801	1.490707	1.760958	0.282819	2.678384	4.254047	1.566356916	0.001213756	0.970443908	0.391314499
RUMHYD_00857	fig|476272.21.peg.3865	EEG50215	hypothetical protein	11.695287	3.360537	6.620745	0	0.592294	1.669799	0	0	0	4.109597273	0.001230752	-0.649756108	0.915075138
RUMHYD_02943	fig|476272.21.peg.1077	EEG48185	Ribonuclease J (endonuclease and 5' exonuclease)	255.578299	162.700813	218.381185	137.923434	161.727098	155.23982	46.279832	66.096002	54.892653	1.17248371	0.001241341	-0.726552516	0.149328833
RUMHYD_00359	fig|476272.21.peg.3367	EEG50746	"Uncharacterized bifurcating oxidoreductase CLOST_2294-CLOST_2296, alpha (oxidoreductase) subunit"	248.689445	342.143305	442.373304	1308.387147	1706.10126	1899.883488	244.491585	424.518547	199.832682	-1.47792161	0.001245803	-1.771287869	0.001147406
RUMHYD_03275	fig|476272.21.peg.1401	EEG47840	hypothetical protein	1.832667	5.496116	4.743957	27.792679	56.215861	46.36436	11.197286	10.203451	18.846993	-2.377133739	0.001248102	-1.188303594	0.268161926
RUMHYD_01234		EEG49853		16.960052	19.191473	24.492469	11.587187	2.424774	1.465826	2.058329	14.47015	0	3.032627888	0.001264897	0.643028528	0.851964244
RUMHYD_01802	fig|476272.21.peg.2179	EEG49272	FIG100068: Hypothetical protein	0	0.346946	0.916607	11.124531	2.673632	8.401973	1.106426	3.862215	37.64453	-3.290677851	0.0012808	1.21497383	0.307611985
RUMHYD_02960	fig|476272.21.peg.1095	EEG48151	hypothetical protein	61.240646	40.618279	61.647218	186.885721	189.973616	275.792234	15.916862	20.882096	29.109483	-1.275584264	0.0012808	-2.660818473	2.90E-09
RUMHYD_02604	fig|476272.21.peg.732	EEG48504	Transcriptional regulator of pyridoxine metabolism / Pyridoxamine phosphate aminotransferase (EC 2.6.1.54)	16.043113	6.16358	9.669223	5.967312	6.063989	6.294969	7.887052	8.123378	45.271445	1.468431281	0.001294675	2.182891318	0.001147501
RUMHYD_03361	fig|476272.21.peg.638	EEG47811	hypothetical protein	18.795971	42.990883	32.448604	23.851238	10.74144	3.568345	97.117988	103.057814	120.867348	2.371225579	0.00130145	3.733824146	3.55E-07
RUMHYD_03854	fig|476272.21.peg.540	EEG47260	hypothetical protein	197.429002	44.420655	4.323234	13.552943	0	6.270092	5.433405	0	0	4.453237461	0.001329149	-0.312606679	0.961972647
RUMHYD_01030	fig|476272.21.peg.2377	EEG50056	ATP synthase F0 sector subunit c (EC 3.6.3.14)	30.959023	55.910285	75.568948	174.908396	780.940498	496.980039	80.077172	166.908192	131.227583	-2.179614529	0.001329149	-1.4972083	0.043386476
RUMHYD_01535	fig|476272.21.peg.2882	EEG49502	RidA/YER057c/UK114 superfamily protein	38.199248	30.011982	53.15377	214.729645	240.873319	146.903506	59.477896	92.218345	53.135898	-1.395849757	0.001329149	-0.913014384	0.143982541
RUMHYD_03236	fig|476272.21.peg.1360	EEG47860	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	0	1.104908	1.008771	20.614806	7.908447	6.620118	8.58617	7.13876	13.318214	-3.158407118	0.001335043	0.427970351	0.6336123
RUMHYD_03475	fig|476272.21.peg.151	EEG47650	hypothetical protein	1.593761	1.108686	1.240208	9.337304	4.662363	8.938863	1.173287	5.199193	15.078254	-1.784522467	0.001346663	0.279605187	0.801938826
RUMHYD_02746	fig|476272.21.peg.876	EEG48342	hypothetical protein	16.040897	5.005126	25.804572	0	0	1.513419	0	53.048565	0	5.711489419	0.001349477	5.594964198	0.145951517
RUMHYD_01759	fig|476272.21.peg.2136	EEG49331	hypothetical protein	125.367946	75.15228	86.260693	95.497087	29.269278	16.036095	142.694142	101.707151	53.599834	2.128693935	0.001406322	1.936905596	0.044871429
RUMHYD_03523	fig|476272.21.peg.198	EEG47624	hypothetical protein	23.319589	20.977717	26.944954	13.226846	18.838692	14.779851	9.810743	18.508061	32.290471	1.313660199	0.001412327	0.904338761	0.097367354
RUMHYD_02841	fig|476272.21.peg.975	EEG48210	hypothetical protein	176.103454	82.227069	114.192316	92.240671	29.979388	7.969155	401.397295	864.093871	600.838756	2.393574708	0.001427509	4.491189077	1.05E-09
RUMHYD_02985	fig|476272.21.peg.1120	EEG48121	hypothetical protein	6.2949	3.212098	2.222234	16.595769	41.789661	18.301926	13.446358	12.564722	39.919024	-2.002392176	0.001441561	0.286087355	0.739079302
RUMHYD_03164	fig|476272.21.peg.1287	EEG47991	ABC transporter-like sensor linked response regulator Cphy_3334	27.802781	35.949733	33.285809	25.578784	21.39692	20.108206	21.424639	41.2692	20.999935	1.350068786	0.001454725	1.00667415	0.11941788
RUMHYD_01335	fig|476272.21.peg.2683	EEG49745	"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"	20.558965	10.717292	20.696836	14.009702	8.242239	9.895594	12.202546	7.681484	40.722393	1.400963171	0.001457132	1.467583044	0.02818743
RUMHYD_01597	fig|476272.21.peg.2947	EEG49461	hypothetical protein	11.700701	8.084716	10.715834	35.912981	58.738901	40.476695	23.561182	37.126892	35.381824	-1.409480884	0.001539424	0.141975164	0.841380505
RUMHYD_01032	fig|476272.21.peg.2379	EEG50043	ATP synthase delta chain (EC 3.6.3.14)	209.444374	96.595385	146.394799	327.579148	1720.725533	1264.271747	191.016675	202.208478	137.293683	-2.067242219	0.001550973	-1.963434376	0.005938289
RUMHYD_02385	fig|476272.21.peg.1820	EEG48717	hypothetical protein	44.103721	41.916327	53.794338	176.180026	148.644769	201.655968	18.099694	25.65294	38.974225	-1.187669724	0.001550973	-2.036405784	1.07E-06
RUMHYD_00367		EEG50706		0	0	0	7.132661	9.049705	10.604515	0	24.550002	7.657119	-6.052146404	0.001550998	0.539369011	0.820589966
RUMHYD_00452	fig|476272.21.peg.3459	EEG50576	Lactoylglutathione lyase (EC 4.4.1.5)	25.136883	38.644107	49.817867	164.565115	296.831482	216.202325	33.870145	48.906043	64.166487	-1.636037195	0.001556098	-1.694593062	0.002180163
RUMHYD_02787	fig|476272.21.peg.917	EEG48321	SSU ribosomal protein S17p (S11e)	1125.34756	598.252093	1097.645081	562.970289	191.678224	748.671243	112.921257	116.172253	137.546697	1.879659402	0.001581302	-1.470363357	0.03224232
RUMHYD_01782	fig|476272.21.peg.2159	EEG49309	hypothetical protein	240.911892	273.382107	217.289137	199.977461	51.645519	20.462011	260.425418	304.629827	266.534203	2.325564099	0.001613432	2.36187836	0.001918146
RUMHYD_00261	fig|476272.21.peg.3267	EEG50808	"FIG01269488: protein, clustered with ribosomal protein L32p"	4955.67144	2690.405417	4250.741375	1968.654766	3276.402055	2720.792567	1346.152499	1750.375393	1168.853008	1.360202041	0.001657601	-0.204040039	0.759778239
RUMHYD_00950	fig|476272.21.peg.2297	EEG50063	"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"	45.557713	20.133191	25.984607	109.009161	125.16407	134.827041	21.973282	17.328266	16.224351	-1.332286738	0.001657601	-1.90448091	0.000680383
RUMHYD_02250	fig|476272.21.peg.1684	EEG48800	"ABC transporter, substrate-binding protein KPN_00600"	5.92301	6.050623	6.092753	72.155904	12.923815	37.571311	12.414359	26.510686	28.380254	-1.970410233	0.001657601	-0.230882838	0.78150901
RUMHYD_03852	fig|476272.21.peg.537	EEG47258	hypothetical protein	71.499221	142.691458	149.506948	64.746733	87.33244	79.079739	78.07834	16.213637	14.75106	1.680226116	0.001672771	-0.148713848	0.919803473
RUMHYD_02626	fig|476272.21.peg.755	EEG48482	hypothetical protein	0.694232	1.480235	1.237552	19.348823	3.778914	17.399322	5.699151	20.276571	7.889804	-2.637978567	0.001672771	0.344519436	0.77813877
RUMHYD_03762	fig|476272.21.peg.445	EEG47372	Aspartate transaminase (EC 2.6.1.1)	253.677071	247.125512	283.97582	206.22662	141.041063	220.842429	60.489477	103.602799	70.072609	1.211794902	0.001679445	-0.558137789	0.299108951
RUMHYD_02862	fig|476272.21.peg.996	EEG48231	hypothetical protein	482.723662	381.750371	209.136712	347.372354	231.310147	189.170912	631.444732	1352.01745	712.07814	1.531290216	0.001697642	2.398396356	5.28E-06
RUMHYD_00080	fig|476272.21.peg.3086	EEG51023	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	73.559831	83.614751	79.032558	234.434528	416.920634	417.137199	43.988574	81.972408	27.749409	-1.435322227	0.00172091	-2.049368333	0.000901638
RUMHYD_02060	fig|476272.21.peg.1491	EEG49029	hypothetical protein	35.453346	85.812014	44.737592	9.620445	9.118177	23.629476	0	0	0	2.812086927	0.00175795	-2.477755038	0.64167796
RUMHYD_00906	fig|476272.21.peg.3915	EEG50199	hypothetical protein	0.756411	1.121303	0.85509	5.517194	4.174643	5.100902	0.564258	4.675854	32.130657	-1.664085823	0.001760429	1.608730304	0.115854862
RUMHYD_02997	fig|476272.21.peg.1133	EEG48132	hypothetical protein	162.704535	97.612399	155.028406	350.955859	1378.350081	744.066685	98.381417	184.3321	91.329804	-1.839656421	0.001801884	-2.071502759	0.001671631
RUMHYD_00182	fig|476272.21.peg.3188	EEG50888	FIG00523537: hypothetical protein	9.252655	8.690377	6.08682	26.550821	71.145446	36.797712	19.910931	60.40809	62.292483	-1.752570315	0.001804086	0.5859741	0.386769861
RUMHYD_01934	fig|476272.21.peg.1972	EEG49123	hypothetical protein	95.257941	125.177986	93.910387	33.908055	67.494438	16.740383	35.226367	55.350018	54.625151	2.234375295	0.001845672	0.802530886	0.601842653
RUMHYD_02991	fig|476272.21.peg.1126	EEG48126	hypothetical protein	10.207072	7.288997	11.303828	43.155211	51.742695	47.692049	14.041304	10.113067	50.231157	-1.421255523	0.001852215	-0.515068671	0.553750502
RUMHYD_00058	fig|476272.21.peg.3064	EEG51001	Adenine phosphoribosyltransferase (EC 2.4.2.7)	171.781192	115.155386	140.445612	109.557357	122.585064	102.437266	68.671653	157.107419	95.203448	1.136638635	0.001864268	0.56382046	0.320698814
RUMHYD_01778	fig|476272.21.peg.2155	EEG49305	hypothetical protein	587.67895	1197.276269	958.297322	826.987026	174.212613	139.856819	429.825738	391.86167	312.863535	2.234715951	0.001875255	0.800453622	0.324043237
RUMHYD_00711	fig|476272.21.peg.3716	EEG50366	hypothetical protein	8.648812	4.549211	5.624684	25.267957	28.808362	21.255074	13.363216	18.246492	49.590928	-1.318164639	0.001887552	0.620474029	0.292351768
RUMHYD_01741	fig|476272.21.peg.2116	EEG49336	DNA primase DnaG	526.911451	300.008987	308.035262	328.96937	121.947996	46.288268	675.007555	498.055003	581.841391	2.065034926	0.001909257	2.602495597	0.000248815
RUMHYD_01739	fig|476272.21.peg.2114	EEG49334	Single-stranded DNA-binding protein	42.532362	178.996101	124.28322	80.56605	36.898426	16.925229	161.937814	156.870427	191.158546	2.28741481	0.001909582	2.644043565	3.51E-05
RUMHYD_01538	fig|476272.21.peg.2886	EEG49505	hypothetical protein	7.393551	5.842877	3.671274	1.776811	3.882463	2.034548	4.839496	6.937376	27.295826	1.853904313	0.001914343	2.756605074	0.000352719
RUMHYD_02806	fig|476272.21.peg.936	EEG48304	"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent"	308.285173	927.236983	721.608074	223.113482	123.009714	463.041989	36.645678	134.138143	83.520508	2.063191914	0.001927089	-0.971044214	0.402759756
RUMHYD_01885	fig|476272.21.peg.2265	EEG49228	RNA binding methyltransferase FtsJ like	60.047984	63.388061	85.816517	55.199548	28.721796	53.118328	19.23732	26.402333	45.813764	1.398032647	0.001932194	0.021071203	0.978683919
RUMHYD_03431	fig|476272.21.peg.107	EEG47684	hypothetical protein	33.381546	23.029918	30.734223	103.977019	128.123183	114.197215	34.119843	45.364952	29.679615	-1.194684956	0.001943607	-0.959521396	0.108470335
RUMHYD_02171	fig|476272.21.peg.1601	EEG48903	Histone acetyltransferase HPA2 and related acetyltransferases	6.178124	3.945128	7.981401	2.272518	1.833102	3.758608	2.082771	17.037306	34.578722	2.003219455	0.001943607	3.092505986	0.001697939
RUMHYD_02150	fig|476272.21.peg.1581	EEG48932	Transamidase GatB domain protein	895.152781	415.598797	843.210677	196.00635	624.714674	254.869688	135.876639	255.250432	197.636116	1.812007512	0.001953715	-0.306408691	0.684970044
RUMHYD_02964	fig|476272.21.peg.1099	EEG48155	hypothetical protein	62.905408	76.496469	53.759588	50.448891	11.617938	14.730192	9.014128	0	36.333126	2.293289796	0.001953715	-0.34854774	0.886309394
RUMHYD_00772	fig|476272.21.peg.3774	EEG50293	Uracil-xanthine permease	29.79849	25.408668	33.621271	106.698118	95.714963	116.193973	37.901667	43.727968	38.287895	-1.118309931	0.001999903	-0.650024096	0.225485063
RUMHYD_01675	fig|476272.21.peg.2045	EEG49378	Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)	2722.699308	1736.585322	2388.075953	1421.448743	1255.995479	2112.624369	446.934662	758.050968	440.048557	1.242295454	0.002010972	-0.810300511	0.140092287
RUMHYD_03550		EEG47558		0	0	0	31.503645	36.221011	12.447801	0	0	59.801734	-6.045897584	0.002018058	-0.332086384	0.915585762
RUMHYD_01238	fig|476272.21.peg.2583	EEG49857	hypothetical protein	20.932136	6.843696	16.297694	11.181197	2.682859	2.471069	3.264837	6.453443	43.092955	2.310096466	0.00202675	2.00396522	0.096710304
RUMHYD_00384	fig|476272.21.peg.3391	EEG50670	"Efflux ABC transporter, permease/ATP-binding protein YwjA"	18.483011	13.395747	13.303352	55.187667	44.443352	89.747251	8.63939	11.47771	10.59599	-1.353422054	0.002039198	-1.886163856	0.000276833
RUMHYD_02903	fig|476272.21.peg.1037	EEG48195	Transcriptional repressor for NAD biosynthesis in gram-positives	25.421457	25.195385	26.917372	87.159866	106.465332	148.395206	69.939479	98.940336	89.81685	-1.346835151	0.002039198	0.261880254	0.674860282
