geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_02424	2050	3052	2502	8364.886	7051.728	10179.547	398.391	385	376.625
RUMHYD_02425	133	324	336	825.869	610.519	849.893	48.609	52	84.8
RUMHYD_02426	671	980	796	2787.991	1848.029	3029	99	56	98.526
RUMHYD_02427	401	338	388	1313.009	842.971	1207	61	66	141.489
RUMHYD_02430	2788	2261	1902	6233	9780.894	8730	581	443	397
RUMHYD_02431	0	0	0	0	1	0	4	0	0
RUMHYD_02432	1791	1022	1491	4484.61	3163	2705	172	145	185
RUMHYD_02433	807	764	566	3911.177	7402.108	6017	184	204	187
RUMHYD_02434	74	118	81	286	422	358	52	38	79
RUMHYD_02435	49	26	30	50	102	72	49	10	168.607
RUMHYD_02436	226	147	160	659	798	709	89	89	79.393
RUMHYD_02437	0	5	0	4	27	24	2	0	22.337
RUMHYD_02438	432	368	374	755	809	683	73	63	227.664
RUMHYD_02439	0	2	1	6	4	2	0	0	10
RUMHYD_02440	6665	12108	9031	102739.932	68583.313	77695.342	5886	2837	2232
RUMHYD_02441	7	14	6	4	0	13	0	0	10
RUMHYD_02442	8	6	1	30.998	18	35	0	0	0
RUMHYD_02443	180	239	279	480.002	93	315	28	36	104
RUMHYD_02444	598.643	1298.998	750.017	2861.685	7162.494	4928.452	469.1	160.475	161.726
RUMHYD_02445	185	172	169	1405.263	1506	1921.003	90	76	5
RUMHYD_02446	2484	4889	2845	5186	2240	7126	616	508	331.602
RUMHYD_02447	2359	1169	1455	1112	1009	590	358	261	224.398
RUMHYD_02448	6244	3563	3703	6359.599	4584	933	246	109	92
RUMHYD_02449	1742	1868	1800	4490	2810	3545	468	295.263	371.623
RUMHYD_02450	2748	3288	3228	2296.122	1306.975	1678.279	283	134.737	218.663
RUMHYD_02451	146	234	235	608.839	356.14	343.721	102	49.05	186.714
RUMHYD_02452	2728	3906	3300	6317.138	2914.86	5934	413	222.95	290
RUMHYD_02453	0	0	3	2	2	3	0	0	9
RUMHYD_02454	52	62	53	666	562	391	53	35	61.117
RUMHYD_02455	11	10	1	42	27	45	0	0	14.883
RUMHYD_02456	332	298	240	458	297	335	105	74.941	142.099
RUMHYD_02457	126	188	239	257	160	100	31	17.059	65.901
RUMHYD_02458	262	537	219	415	213	383	18	11	97
RUMHYD_02459	3821	5096	4520	4996.285	4206	5225	414	206	393
RUMHYD_02460	668	1304	730	2264	2750	3618	175	163	147
RUMHYD_02461	1392	993	1116	2955.991	3045	3310.578	266	217	318
RUMHYD_02462	378	499	446	2590.009	2202	1884.422	135.381	87	115.003
RUMHYD_02463	4349	3729	3277	12519.127	8935	9390.902	387.619	399	562.997
RUMHYD_02464	13	0	6	12	10	12	0	0	0
RUMHYD_02465	1252	2192	1658	2263	3126	2834	327	154	195
RUMHYD_02466	0	0	0	0	0	0	0	0	0
RUMHYD_02467	174	292	149	306	211	361	23	24	109
RUMHYD_02468	9	60	83	118	82	75	17	4	24
RUMHYD_02469	3837	3776	3594	9282.28	7736	7985	1039.521	744	824
RUMHYD_02470	103	41	71	261.72	186	148	31.89	26	66
RUMHYD_02471	30	118	57	13	1	60	0	0	2
RUMHYD_02472	327	586	371	1057	632	641	120.59	92	111
RUMHYD_02473	118	258	87	301	321	134	109	41	275
RUMHYD_02474	0	7	8	2	0	0	0	0	0
RUMHYD_02475	126	180	52	150	86	54	7	5	2
RUMHYD_02476	393	1215	601	991.223	254	1540.732	35	22.673	27
RUMHYD_02477	7345	19141	10282	2157.982	550	1857	75	72	62
RUMHYD_02478	48	129	57	1529.399	414.415	800.488	48	63	79
RUMHYD_02479	45	132	15	928.067	188.585	631.512	30	24	19
RUMHYD_02480	148	124	81	2446.675	684	1412	68	28	101
RUMHYD_02481	43	73	34	860.859	150	530	21	30	87
RUMHYD_02482	290.12	404	336	6958.906	1607.42	4888.278	139.343	58.001	269
RUMHYD_02483	52.88	81	43	1284.375	299.58	926.722	38.657	28.999	120
RUMHYD_02484	101	105	85	4672	821	3514	77	31	96
RUMHYD_02485	240	238	173	8216	1231	5301	96	43	264
RUMHYD_02486	9	2	0	264.007	43.442	185.181	0.999	2.478	14.157
RUMHYD_02487	0	35	3	484.576	48	319.711	1	8	20
RUMHYD_02488	1233	1448	1779	5930	3929	1645.041	195	153	128.825
RUMHYD_02489	0	0	0	0	0	0	0	0	8.175
RUMHYD_02490	8053	6414	6132	20335	6790	13337	712	540	686.252
RUMHYD_02491	1837.995	2105.145	1595.011	7827.572	2149.55	5901.449	140.777	156.835	199.133
RUMHYD_02492	3942.005	4160.855	3304.989	19466.039	4856.45	12600.551	376.223	312.165	342.615
RUMHYD_02493	1169	406	570	2024	498	1580	77	82	209
RUMHYD_02495	39489	61151	76814	14577.065	35216.692	22410	2109	1623	877
RUMHYD_02494	0	40	2	11	4	5	2	0	0
RUMHYD_02496	7823	67335.001	40308	8795.998	8875	14213	247	246	196
RUMHYD_02497	9	6	4	0	0	0	0	0	0
RUMHYD_02498	15002	31838	27042	29410.195	26536.985	26975.136	2584	1245	1229
RUMHYD_02499	0	0	0	0	0	0	0	0	0
RUMHYD_02500	0	2	0	13	15	11	15	0	24
RUMHYD_02501	4378	4717	3789	22085.119	16792.846	11368	825	459	571
RUMHYD_02502	302	303	293	2848.952	1837.108	1432	46	92	180.775
RUMHYD_02503	11	10	3	18	12	4	2	23	142.225
RUMHYD_02504	4287	3439	3180	4763.03	6978	6413	290	330	337
RUMHYD_02505	46	28	38	52.003	47.004	46	4	4	35.766
RUMHYD_02506	195	168	85	417.947	357.996	506	48	27	205.32
RUMHYD_02507	7545	7415	7917	10910.053	13263.989	12436.022	509	398	620.913
RUMHYD_03922	3130	2025	2541	5314.22	13108	11376	823	425	400
RUMHYD_03923	411	732	296.23	2816.095	1359.717	2401.119	46.141	34.192	86.945
RUMHYD_03924	62.825	53	17.012	75.036	18.27	9	52.65	13	24
RUMHYD_03925	603	888	600	693	206	100	1288	272	408
RUMHYD_02508	0	0	0	0	0	0	0	0	7
RUMHYD_02509	67	23	35	96	179	93	13	2	72
RUMHYD_02510	158	278	199	773.005	1938.794	1254	83.442	66	75.207
RUMHYD_02511	148	137	120	580	930.206	711	36.558	37	149.793
RUMHYD_02512	0	0	0	0	0	0	1	0	0
RUMHYD_02513	6	63	38	12	9	39	2	0	5
RUMHYD_02514	0	0	9	34	10	23	19	28	137.394
RUMHYD_02515	57	50	32	74	70	93	6	10	181.606
RUMHYD_02522	101	416	176.995	96	62	135	14	0	2
RUMHYD_02523	13	31	19.005	211.46	259	224	5	22	55.7
RUMHYD_02524	27	12	42	131.159	123	97	15	1	18.3
RUMHYD_02525	6	24	8	115.38	157	105	8	10	56
RUMHYD_02526	0	0	0	0	0	0	0	0	0
RUMHYD_02527	690	489	360	1091	951	1102	21	51	42
RUMHYD_02528	51	41	43	310	386	362	9	8	16
RUMHYD_02529	201	207	97	1403	1594	1562	45	33	72
RUMHYD_02530	0	0	0	2	0	3	0	0	0
RUMHYD_02531	1241	1425	1732	900	1736	1661	142	48	218
RUMHYD_02532	470	844	490	3846.333	1889	4014.585	153	57	102
RUMHYD_02533	40	147	40	597.667	226	654.418	58	27	11
RUMHYD_02534	42	29	17	155	148	245	2	4	37
RUMHYD_02535	0	0	0	2	0	14	0	0	0
RUMHYD_02536	2584	3263.58	2924	8048.447	4966.251	7909.063	392	291	202
RUMHYD_02537	1912	1837	1715	4392.665	3069.975	4065.995	289	203	246.016
RUMHYD_02538	2921.99	4315	4550.612	9188.126	5641.606	9493.696	371	209	176.984
RUMHYD_02539	2794.01	2855	3297.388	9653.474	4578.243	6911.778	357	244.799	236.443
RUMHYD_02540	2069	2662	2922	5467.423	2726.309	4583.469	223.483	109.201	207.557
RUMHYD_02541	7688	12666	12175	11523.237	6021.616	10990	404.517	289	438.019
RUMHYD_02542	5273	7339.972	7313	14972.361	6502.983	11996.457	637	466.256	693.732
RUMHYD_02543	15	36.028	60	602.327	289.017	166	25	8.744	25.249
RUMHYD_02544	4268	6922	6782	18154.32	6497.537	15934	502	400	495.588
RUMHYD_02545	2222	5072	3896	7825.311	2662.763	5828	281	263	274.413
RUMHYD_02546	15447	12586.035	14178	34184.762	10096.036	27655	786	572	752.999
RUMHYD_02547	4247	11375	10436	30038.453	17402.626	39475.891	933	633	393
RUMHYD_02548	2037	9197	6046	28197.296	22555.956	38825.109	683	508	324
RUMHYD_02549	2617	3559	3020	4715.496	2434.008	4980	402	271	420.989
RUMHYD_02550	3040	2886	2769	4787.075	2136	3790	363	232	279.011
RUMHYD_02551	11095	13856	10700	20150.778	17031.003	29002.054	780.122	547	455.557
RUMHYD_02552	3050	5748	3062	25582.419	19049.666	28139.946	456.878	242	293.496
RUMHYD_02553	167	291	227	568	389	467	28	24	168.947
RUMHYD_02554	9299	11410	8838	14465.427	38244	30865	1374	1073	808
RUMHYD_02555	6936	12137	10384	14382	11136	11923	768	638	572
RUMHYD_02556	1024	946	561	1508	1202	1441	58	43	77
RUMHYD_02557	742	741	503	810	691	491	203	65	133
RUMHYD_02560	0	148	55	447	567	762	8	21	13
RUMHYD_02561	18	8	2	4	0	0	0	0	1
RUMHYD_02562	2982	2917	2957	2452	2350	3064	311	197.248	186.467
RUMHYD_02563	3836	4987	4621	7346.029	5481	9525	550	423.752	917.533
RUMHYD_02564	0	14	10	11	7	11	0	0	0
RUMHYD_02565	407	771	770	1241.432	745	1381	82	69	104
RUMHYD_02566	641	761	591	2973.568	2213	2714	275	177	304
RUMHYD_02567	1	0	3	0	0	0	0	0	0
RUMHYD_02568	6190	14588	15046	14606.278	31689.067	21308.201	2903	1757	1310
RUMHYD_02569	16	36	7	6	11	2	19	0	3
RUMHYD_02570	660	426	390	430	179	138	119	157	624
RUMHYD_02571	2115	2201	1718	4862	3644	4595.042	617.009	385	399.485
RUMHYD_02572	1026	1679	1600	3969	2694	3430.282	453.361	287	619.841
RUMHYD_02573	160	166	95	454.851	347.293	323.845	72.396	24.608	98.501
RUMHYD_02574	2863	3784	3704	7361.868	4266.626	7438.725	522.235	286.392	301.173
RUMHYD_02575	2244	2297	2180.688	4891.724	3080.259	5424.148	205	154	210
RUMHYD_02576	5811	8788.644	7444.312	13399.554	7638.483	14309	752	481	551.007
RUMHYD_02577	2198	4489.356	3017	6483.863	3059.005	6718	389	286.455	401.993
RUMHYD_02578	1342	1530	1055.931	2606.162	1829	1977	146	146.545	236.769
RUMHYD_02579	10631	14007	10941.672	43841.391	69501.774	53371.274	2212	1562	1064.231
RUMHYD_02580	2754	2151	2247.396	11034.687	11719.192	11734	288	238	233
RUMHYD_02581	1638	1022	1041	8472.859	8353.813	7660.017	287.995	173	234.332
RUMHYD_02582	3436	3611	2472	6029.718	5827.187	5408.833	265.005	210	284.668
RUMHYD_02583	3037	3668	3035	9771.281	7345.329	7199.167	609	431	406.1
RUMHYD_02584	656	1073	782	4063.398	2604.671	2583	187	151	157.9
RUMHYD_02585	0	0	0	0	0	0	0	0	0
RUMHYD_02586	56550.626	29513.974	36386.894	47861.73	24110.744	13424.934	4549.753	3163	2128.832
RUMHYD_02587	8466.637	23303.271	19904.081	9375.07	5379.773	8131.067	1009.373	602.329	383.904
RUMHYD_02588	32924.737	15660.833	21558.025	16108.455	7367.327	8328.535	1342.874	760.671	576.265
RUMHYD_02589	1161	1226	756	3204.462	1375	2495	200	121	163.772
RUMHYD_02590	1261	1556	1371	2610.538	864	1639	173	148	216.506
RUMHYD_02591	6435	7359.31	5315	19932.605	4631.311	13921	560	364	476.722
RUMHYD_02592	209	101	171	221	53	109	59	58	348
RUMHYD_02593	4717	3626	2837.023	10771.516	10517.679	16846.786	639	353	391
RUMHYD_02594	4896	3727	3592.977	10577.439	9492.321	13612	528	378	422.557
RUMHYD_02595	462	639	593	1106.019	1353	1312.916	134	86	181.443
RUMHYD_02596	496	2478	1604	1069	665	1633.471	219	57	189
RUMHYD_02597	1006	1155	1097	2529.946	1762	2516	173	78	328
RUMHYD_02598	10671	10054	8714	25313.062	17729	26781.355	1679	1211	1013
RUMHYD_02599	794	2227	1841	538	409	550	38	30	61
RUMHYD_02600	539	194	259	155	33	119	97	42	20.003
RUMHYD_02601	93	256	180	443	98	421	29	26	73.997
RUMHYD_02602	2719	1836.185	1529.37	728.341	302.413	949.227	63.401	51.891	35
RUMHYD_02603	13205	28520.815	20262.63	4568.659	1699.587	6688.773	378.599	368.109	318
RUMHYD_02604	554	335	350	395	327	395	108	47	360.631
RUMHYD_02605	90	230	207	582	593	576.031	42	53.774	65.388
RUMHYD_02606	1817	1154	1379	3301	3424	2441.818	338	301.226	429.982
RUMHYD_02607	716	678.567	492.988	4470.773	4139.809	7493.085	115.882	68	107
RUMHYD_02608	1843	1631.433	1127.575	8022.069	8634.239	13493.842	258.084	122	173.71
RUMHYD_02609	937	2632	1223.437	7851.168	9655.575	14235.073	450.033	255	172.29
RUMHYD_02610	0	4	11	4	5	6	0	0	0
RUMHYD_02611	574	718	477	1953.053	3818.238	2374.043	298	186	203
RUMHYD_02612	50445	86934	48642	18922.704	8360.756	14960.957	660	395	291
RUMHYD_02613	259	439	304	542.154	237	514.968	89	37.142	96.853
RUMHYD_02614	38	243	83.32	484.589	229.163	320.032	32	21.858	20.147
RUMHYD_02615	63	124	19.68	182.771	91.837	119.751	23	14	6
RUMHYD_02616	0	108	22	79.353	35	102.439	18.654	9	7
RUMHYD_02617	86	79	41	164.133	39	132.81	65.346	22	38
RUMHYD_02618	306	2250	469	6167	2572	7392	157	153	75
RUMHYD_02619	0	0	0	0	0	0	0	2	1
RUMHYD_02620	548	568	292	2112.02	2383	2039	185	104	391
RUMHYD_02621	37	47	13	44	43	17	3	4	4
RUMHYD_02622	0	0	6	0	0	0	0	0	0
RUMHYD_02623	2170	1085	1305	1852.564	1429	926	201	186	376
RUMHYD_02624	167	153	155	197.436	146	206	14	13	12
RUMHYD_02625	20	37	11	382	56	275	21	26	147
RUMHYD_02626	6	20	11	282.553	45	262	16.64	26	13.499
RUMHYD_02627	161	229	186	849.447	198	1087	12.36	22	95.501
RUMHYD_02628	0	0	3	27	0	7	3	16	160.171
RUMHYD_02629	0	12	23	15	4	15	14	17	117.829
RUMHYD_02630	0	5	3	7	0	11	4	39	160
RUMHYD_02631	2232	1500	1114	6489	3586	7981	345	214	136
RUMHYD_02632	248	550	317	732	608	697	106	43	324
RUMHYD_02633	280	380	337	1158	1050	781	188	164	1081
RUMHYD_02634	975.65	1721.224	999.744	27651.506	9367.266	27015.332	246.467	159.217	129.149
RUMHYD_02635	2558.114	3973.468	2844.638	39171.753	17415.294	45099.998	359.274	321.412	162.183
RUMHYD_02636	5120.904	6312.082	5075.56	36585.288	16014.776	43205.542	489.387	335.599	246.013
RUMHYD_02637	2641.331	2732.225	1790.058	16172.877	8523.394	16542.549	176.872	98.772	75.655
RUMHYD_02638	159	241	289.997	254.654	335.751	165	43	70	133
RUMHYD_02639	289	738	873.003	907.346	1596.249	720	185	121	214
RUMHYD_02640	146	340	350	456	611.193	240	75	67	132
RUMHYD_02641	70	70	73	168	212	80	25	38	120
RUMHYD_02642	18	34	53	318	329	215	39	54	176
RUMHYD_02643	0	0	0	0	0	0	0	0	0
RUMHYD_02644	44	128	100	2096	1435	2379	93	91	892
RUMHYD_02645	0	21	0	1091	576	803	42	27	257.006
RUMHYD_02646	16	5	0	97.19	43.122	134	18	6	48.994
RUMHYD_02647	0	0	12	72.81	37.878	89	0	0	19
RUMHYD_02648	0	12	18	302	148	274	21	17	95
RUMHYD_02649	0	2	12	101	34	192	4	22	158
RUMHYD_02650	0	34	36	96	42	148	3	2	0
RUMHYD_02651	0	11	0	5	0	5	5	0	17
RUMHYD_02652	19	1	0	11	52	5	7	0	9
RUMHYD_02653	0	2	5	19	67	3	7	0	14
RUMHYD_02654	268	349	260	828	1079	923	88	123	355
RUMHYD_02655	0	0	0	26	57	51	0	0	1
RUMHYD_02656	0	0	0	0	6	0	0	0	0
RUMHYD_02657	280	266	240	778	568	865	65	20	121
RUMHYD_02658	620	753	495	2662	2857	3659	150	139	118
RUMHYD_02659	0	0	0	10	3	16	0	0	0
RUMHYD_02660	44	21	72	150	95	161	27	23	43.847
RUMHYD_02661	26	73	48	156	57.01	155	3	10	39.747
RUMHYD_02662	0	11	5	1	4	5	4	0	70.406
RUMHYD_02663	201	374	460	975	461	1069	150	82	99
RUMHYD_02664	35027	28410	33654	7011.762	1452	6569	452	207	502
RUMHYD_02665	6792	4316	6434	1472	1032	1209	162	77	144
RUMHYD_02666	284	79	151	17	12	54	9	8	73
RUMHYD_02667	4522	3782	3669	5569	3449	5712.972	426	283	364
RUMHYD_02668	1213	1531	1077	3280	1949	3796	239	187	269
RUMHYD_02669	106	102	50	154	44	216	6	17	13
RUMHYD_02670	2779	1427	1567	2093.966	994	2144	190.591	71	171
RUMHYD_02671	28	14	15	8.034	15	12	6.409	4	5
RUMHYD_02672	0	0	0	4	5	3	0	0	0
RUMHYD_02674	0	0	0	0	0	0	0	0	0
RUMHYD_02673	1944	2029	1508	8107	4947	7727.136	291	132	217.651
RUMHYD_02675	33	393	96	46	11	147	14	0	89.349
RUMHYD_02676	188	59	71	207	508	81	155	40	215.288
RUMHYD_02677	290	440	435	2007.158	6126	877	348	116	301.712
RUMHYD_02678	1681	977	995	5190.842	6875	4887.984	615	342	259
RUMHYD_02679	8036	17952	18873	16629.293	30121	32049	1975	1036	767
RUMHYD_02680	2	4	16	30.707	9	30	0	0	1
RUMHYD_02681	165	261	283	834	413	647	83	83	394.732
RUMHYD_02682	92	60	21	293	109	139	33	53	301.281
RUMHYD_02683	5245	3446	3356	9595	12261	9895	826	693	514.987
RUMHYD_02684	168	306	197	944	1508	1039	66	60	35
RUMHYD_02685	306	341	311	1690.288	3438.169	1274	683	155	394.155
RUMHYD_02686	18	46	21	278.712	482.597	291	76	0	13.845
RUMHYD_02687	0	41	14	173.094	548.235	190	89	1	29
RUMHYD_02688	2734	3735	2861	10156.826	8220.236	9416	1011	479	471
RUMHYD_02689	7729	17775	13292	64254.747	40356	51747.041	1150	1302	795
RUMHYD_02690	1083	608	580	4259	2525	2499	225	202	147.325
RUMHYD_02691	3493	4264	2555	34946.582	48120.787	21213	1824	1840	1247.675
RUMHYD_02692	330	207	81	601	336	461	38	7	65.755
RUMHYD_02693	1073	1031	1284	1760	1129	1938	127	68	194.245
RUMHYD_02694	0	3	0	0	0	2	3	0	36
RUMHYD_02695	147	201	157	2215	2632	2384	144	74	44
RUMHYD_02696	55	8	16	14	1	7	30	7	86.61
RUMHYD_02697	27	9	7	121	158	31	15	39	113.39
RUMHYD_02698	2490	3573	3309	8207.952	4472.175	3576	8086.699	1971	1965.694
RUMHYD_02699	71	106	59	186.048	123.825	109	117.301	26	19.306
RUMHYD_02700	10	2	13	34	25	43	0	0	25
RUMHYD_02701	15	49	13	52	17	61	14	0	49
RUMHYD_02702	204	215	141	140	194	133	11	8	72
RUMHYD_02703	32	83	93	54	31	52	1	0	24
RUMHYD_02704	250	348	263	825.201	1065	1106	155	50	74
RUMHYD_02705	724	930	867	3532	4802	4783	458	244	423
RUMHYD_02706	514	415	252	2259	1563.21	3265.004	81	27	45
RUMHYD_02707	77	55	22.426	338.549	235.23	516.76	8	0	12
RUMHYD_02708	1410	1096	1023	1409	333	719	255	119	183
RUMHYD_02709	117	135	135	125	37	74	13	11	97.441
RUMHYD_02710	92	334	275	199	41	119	3	7	189.559
RUMHYD_02711	102	168	147	243	47	108	19	18	100
RUMHYD_02712	73	31	76	123	18	51	14	8	69
RUMHYD_02713	348	602	527	678	157	465	21	11	156
RUMHYD_02714	17	0	13	30	6	2	1	5.644	34
RUMHYD_02715	516	346	617	239	115	121	49	29.356	300
RUMHYD_02716	11432.527	15092.473	9350.877	4913.529	1003.072	1731.788	948.002	484.887	564
RUMHYD_02717	31221.473	46014.527	34101.123	25558.499	7982.949	10556.212	3920.998	1840.113	1451
RUMHYD_02718	1687	1752	798	534	329	203	325	146	191.006
RUMHYD_02719	97	77.004	50	21	12	21	4	6	28
RUMHYD_02720	10867.738	12611.996	10462.923	4624.2	2769	1867	1511	853	1101.994
RUMHYD_02721	13434.262	13464	13653.077	3130.8	1335	1253	1810	1210	973
RUMHYD_02722	300	471	411	806	836	811	111	159	68.491
RUMHYD_02723	0	0	2	29	34	36	3	12	0
RUMHYD_02724	214	114	139	731	642	417	90	57	237.891
RUMHYD_02725	1221	1131	1218	3788	3299	3511	263	162	232.246
RUMHYD_02726	6263	7438	6429	13258	12070	16830.464	714	349	625.373
RUMHYD_02727	0	2	0	1	0	4	0	0	17
RUMHYD_02728	5500	6987	7487	6729.028	6591.252	8337	641.149	437	824.08
RUMHYD_02729	1864	3124	3296	11210.998	9889.748	11521	679.851	500	906.92
RUMHYD_02730	165	301	228	1401	845	1621	41	55	229
RUMHYD_02731	1061	876	735	7990.163	4097	7485	192	218	409
RUMHYD_02733	163	408	258	1223	2237	2125	112	42	50
RUMHYD_02732	0	0	0	13	1	7	0	0	7
RUMHYD_02734	321	805	581	203	296	190	41	23	56.966
RUMHYD_02735	2184	2890	2661	910	1459	547	494.874	305	206.034
RUMHYD_02736	497	470	499	229	404	118	139.126	86	279.35
RUMHYD_02737	3133	5372.278	5242	637	1331	611	169	66	84.517
RUMHYD_02738	1043	2042.722	1091	125	232	67	23	6	17.133
RUMHYD_02739	2037	1916	1323	5308	11069.466	5695	871.673	371	426.733
RUMHYD_02740	139	197	188	616	911.212	735	153.327	43	167.026
RUMHYD_02741	1281	1114	987	7769.788	11906.247	8215.039	939	315	931.241
RUMHYD_02742	6	76	17	102.235	94	85	11	3	12
RUMHYD_02743	2903	4448	3715	10785.256	19682.49	13884.612	807.677	602	461
RUMHYD_02744	179	283	197.832	694.911	1058.675	671.876	28.324	28.466	40
RUMHYD_02745	1764	2090	1795.168	8467.872	12496.261	9362.512	228.191	224.534	362
RUMHYD_02746	14	6	20	0	0	2	0	6	0
RUMHYD_02747	2091	2182	1803	5964.139	7361	6890	492.809	307	280
RUMHYD_02748	0	1	0	23	28	8	2	0	11
RUMHYD_02749	2828	1968	2097	7244	8260.002	8118	417	318	420
RUMHYD_02750	0	0	0	0	0	0	0	4	11
RUMHYD_02751	0	0	1	4	5	14	4	0	24.415
RUMHYD_02752	0	0	0	4	4	0	0	4	60.044
RUMHYD_02753	0	8	0	10	35	8	13	15	212.542
RUMHYD_02754	48	65	31	179	312	268	4	5	27
RUMHYD_02755	0	0	0	13	0	2	2	0	99.428
RUMHYD_02756	0	1	0	8	0	3	11	16.278	115.572
RUMHYD_02757	0	0	2	1	1	2	1.842	8.722	28.128
RUMHYD_02758	14	6	1	10	2	13	14.158	29	165.872
RUMHYD_02759	0	0	0	0	0	0	2	2	49
RUMHYD_02760	1811	3278	1619	13747	10128.438	22936	690	476	303
RUMHYD_02761	8001	15391	13031	32542.915	129947.485	86336.629	2895	1513	1234
RUMHYD_02762	11	0	7	8	1	5	2	2	8
RUMHYD_02763	1514	1062	996	2711.44	2406.043	2272	426	259	261
RUMHYD_02764	287	288	159	1307.56	958.169	857	61.144	55	220.506
RUMHYD_02765	1671	1253	1205	4548	2973.787	4114	257.856	122	207.494
RUMHYD_02766	5537	3613	2902	9753.119	9721	13932	1075.083	544	592
RUMHYD_02767	116	42	52	34	18	63	9.917	2	88
RUMHYD_02768	75	18	16	71	26	30	0	16	69
RUMHYD_02769	339	195	175	461	100	484	20	16	89.645
RUMHYD_02770	563	293	258	381	187	547	43	74	404.355
RUMHYD_02771	239	565.028	246	3711.218	4948.058	6637.406	80.431	81.572	49.148
RUMHYD_02772	39	262.972	131	1589.782	2247.942	2999.594	65.569	36.428	73.852
RUMHYD_02773	0	1128.259	674.167	2224.403	1588.665	2407.236	136.583	100.384	60.161
RUMHYD_02774	1663	2852.741	1482.833	7759.597	6197.531	8743.879	330.417	246.616	318.842
RUMHYD_02775	29	508	182	92	61	187	12	0	4.997
RUMHYD_02776	1187	2263	1370	3385	937	2095	661	295	260.611
RUMHYD_02777	4330	8781	6484.983	6274	1920	8907	987.269	467	427.389
RUMHYD_02778	5762	11936.699	7008.838	8253.61	2369.741	14516.975	1011.391	527	503.444
RUMHYD_02779	1684	1474.301	1253.179	724.39	223.259	1483.025	73.34	70	64.556
RUMHYD_02780	11070.197	17112.679	14279.005	4546.511	1153.985	7087.162	513.15	260.902	253.679
RUMHYD_02781	1033.803	5027.994	3100.17	2533.764	752.872	5517.888	138.85	112.544	125.321
RUMHYD_02782	1154	4963.327	2257.612	2808.191	902.427	5020.405	208.074	81.554	126
RUMHYD_02783	8767.268	15603.122	9121.314	5504.195	1584.661	8260.922	438.819	221	321.795
RUMHYD_02784	3237.732	8625.878	5810.236	7801.266	2215.055	11653.623	349.107	241	304.205
RUMHYD_02785	3783.492	9234.291	6229.766	8932.38	2693.963	14040.312	538.517	263.685	237.212
RUMHYD_02786	2085.576	2027.543	1781.233	1769.135	592.123	3414.599	98.778	30.315	89.852
RUMHYD_02787	3288.921	2603.725	3070.83	2265.148	631.453	3496.955	89.441	40	64.642
RUMHYD_02788	1075.011	3190.394	1605.834	4525.344	1234.461	6067.135	200.971	108	98.294
RUMHYD_02789	493	1675.696	772	2556.828	612.041	3409.849	98.293	38	50
RUMHYD_02790	2501.064	7159.889	4329.407	7008.594	1908.254	11397.84	311.514	136.095	196.497
RUMHYD_02791	859.427	1662.628	991.147	2100.887	432.724	3615.056	52.486	44.905	96.503
RUMHYD_02792	1416.509	4957.054	2304.446	4467.265	1164.243	8773.549	181.238	73.606	124
RUMHYD_02793	204	1447.78	834	1241.558	290.553	2406.722	64.656	13	17
RUMHYD_02794	1980.932	3515.294	2114.36	7635.38	1620.848	7809.468	504.405	240.394	205
RUMHYD_02795	5618.966	4880.885	3536.206	6197.023	1314.77	8319.509	272.752	190.544	134.001
RUMHYD_02796	10332.878	7207.207	7955.815	15871.098	3687.114	18615.748	604.624	242.456	403.999
RUMHYD_02797	385.762	911.614	394.619	1697.757	357.496	2819.559	35.326	26	15
RUMHYD_02798	2512.461	4613.271	2779	10104.688	1917.461	14293.655	308	157	178
RUMHYD_02799	23141	26544.729	18579	41288.586	8853.495	57493.652	1247	709	932
RUMHYD_02800	2480	2293	1710	13408.306	6150.37	16823.327	515.466	424	334.415
RUMHYD_02801	5627	3433	2805	19383.038	9122.642	22072.544	777.534	470	391.585
RUMHYD_02802	963	742	601	1816.656	778.988	1894	80	28	60
RUMHYD_02803	0	11	1	3384.336	255	1632.504	13	21	29
RUMHYD_02804	44	53	29	3281.664	198	1520.496	23	10	61
RUMHYD_02805	248	245	191	472	315	479	59	42	104
RUMHYD_02806	135	533	276	169	76	311	6	9	8
RUMHYD_02807	12254	5205	5078	7054.256	2795	5842	838.516	530	446
RUMHYD_02808	5058.2	9263.906	5722.722	16445.518	7282.366	25098.332	880.702	599.813	545.744
RUMHYD_02809	8857.503	10321.228	7811.905	23569.421	9265.067	25679.821	1102.288	721.7	806.74
RUMHYD_02810	19319.297	25345.866	16327.373	50569.047	17490.024	59945.239	1895.494	1511.487	1343.515
RUMHYD_02811	5743	8879	4989	6275	1374	3508	310	209	227
RUMHYD_02812	1217	674	569	1651	1964	1885	319	218	278.893
RUMHYD_02813	22339	21894	22563	12761.057	13751	25058	1335	782	958.107
RUMHYD_02814	921	1490	1167	3970	2203	4633	73	26	132.971
RUMHYD_02815	2473	1820	1771	7699	3574	6439	125	125	361.029
RUMHYD_02816	668	1225	585	422	296	135	203	27	135
RUMHYD_02817	34	4	4	50	46	43	0	1	4
RUMHYD_02818	649	1094	889	2204	1551	1582	314	141	206
RUMHYD_02819	253	350	214	2038	3912	1598.012	218	81	80
