id	name	metabolites	compartments	annotation	reversibility
ARSt1	Arsenite transporter via uniport	{'arsni2_c': -1.0, 'arsni2_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95965'}	True
ARStr	Arsenobetaine transport in via proton symport	{'arsbet_e': -1.0, 'h_e': -1.0, 'arsbet_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ARTCOAL1	R group coenzyme a ligase	{'Rtotal_c': -1.0, 'coa_c': -1.0, 'Rtotalcoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138062'}	True
ARTCOAL1_cho	R group coenzyme a ligase	{'Rtotalcoa_c': -1.0, 'h2o_c': -1.0, 'Rtotal_c': 1.0, 'coa_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138062'}	True
ARTCOAL2	R group coenzyme a ligase	{'Rtotal2_c': -1.0, 'coa_c': -1.0, 'Rtotal2coa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138062'}	True
ARTCOAL2_cho	R group coenzyme a ligase	{'Rtotal2coa_c': -1.0, 'h2o_c': -1.0, 'Rtotal2_c': 1.0, 'coa_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138062'}	True
ARTCOAL3	R group coenzyme a ligase	{'Rtotal3_c': -1.0, 'coa_c': -1.0, 'Rtotal3coa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138062'}	True
ARTCOAL3_cho	R group coenzyme a ligase	{'Rtotal3coa_c': -1.0, 'h2o_c': -1.0, 'Rtotal3_c': 1.0, 'coa_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138062'}	True
ARTFR11	R group artificial flux	{'pmtcoa_c': -1.0, 'R1coa_hs_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR95969'}	True
ARTFR11_cho	R group artificial flux	{'pmtcoa_c': -1.0, 'R1coa_cho_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR95970'}	True
ARTFR12	R group artificial flux (C16:1)	{'fadh2_m': -1.0, 'hdcoa_c': -1.0, 'R1coa_hs_c': 1.0, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95971'}	True
ARTFR12_cho	R group artificial flux (C16:1)	{'fadh2_m': -1.0, 'hdcoa_c': -1.0, 'R1coa_cho_c': 1.0, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95972'}	True
ARTFR13	R group artificial flux	{'tdcoa_c': -1.0, 'R1coa_hs_c': 0.875}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142627'}	True
ARTFR13_cho	R group artificial flux	{'tdcoa_c': -1.0, 'R1coa_cho_c': 0.875, 'coa_m': 0.125}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142628'}	True
ARTFR202	R group artificial flux (C18:3, n-3)	{'fadh2_m': -2.0, 'h_m': -1.0, 'lnlncacoa_c': -1.0, 'nadph_m': -1.0, 'R2coa_hs_c': 1.125, 'fad_m': 2.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142629'}	True
ARTFR202_cho	R group artificial flux (C18:3, n-3)	{'coa_m': -0.125, 'fadh2_m': -2.0, 'h_m': -1.0, 'lnlncacoa_c': -1.0, 'nadph_m': -1.0, 'R2coa_cho_c': 1.125, 'fad_m': 2.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142630'}	True
ARTFR203	R group artificial flux	{'fadh2_m': -2.0, 'h_m': -1.0, 'lnlncgcoa_c': -1.0, 'nadph_m': -1.0, 'R2coa_hs_c': 1.125, 'fad_m': 2.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142631'}	True
ARTFR203_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -2.0, 'h_m': -1.0, 'lnlncgcoa_c': -1.0, 'nadph_m': -1.0, 'R2coa_cho_c': 1.125, 'fad_m': 2.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142632'}	True
ARTFR204	R group artificial flux	{'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'strdnccoa_c': -1.0, 'R2coa_hs_c': 1.125, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142633'}	True
ARTFR204_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'strdnccoa_c': -1.0, 'R2coa_cho_c': 1.125, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142634'}	True
ARTFR205	R group artificial flux	{'dlnlcgcoa_c': -1.0, 'fadh2_m': -2.0, 'h_m': -1.0, 'nadph_m': -1.0, 'R2coa_hs_c': 1.25, 'fad_m': 2.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95981'}	True
ARTFR205_cho	R group artificial flux	{'coa_m': -0.25, 'dlnlcgcoa_c': -1.0, 'fadh2_m': -2.0, 'h_m': -1.0, 'nadph_m': -1.0, 'R2coa_cho_c': 1.25, 'fad_m': 2.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95982'}	True
ARTFR206	R group artificial flux	{'arachdcoa_c': -1.0, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_hs_c': 1.25, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95983'}	True
ARTFR206_cho	R group artificial flux	{'arachdcoa_c': -1.0, 'coa_m': -0.25, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_cho_c': 1.25, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95984'}	True
ARTFR207	R group artificial flux	{'arachcoa_c': -1.0, 'R2coa_hs_c': 1.25}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR95985'}	True
ARTFR207_cho	R group artificial flux	{'arachcoa_c': -1.0, 'coa_m': -0.25, 'R2coa_cho_c': 1.25}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95986'}	True
ARTFR208	R group artificial flux	{'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tmndnccoa_c': -1.0, 'R2coa_hs_c': 1.25, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95987'}	True
ARTFR208_cho	R group artificial flux	{'coa_m': -0.25, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tmndnccoa_c': -1.0, 'R2coa_cho_c': 1.25, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR95988'}	True
ARTFR209	R group artificial flux	{'adrncoa_c': -1.0, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_hs_c': 1.375, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142635'}	True
ARTFR209_cho	R group artificial flux	{'adrncoa_c': -1.0, 'coa_m': -0.375, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_cho_c': 1.375, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142636'}	True
ARTFR210	R group artificial flux	{'fadh2_m': -1.0, 'h_m': -1.0, 'lnlccoa_c': -1.0, 'nadph_m': -1.0, 'R2coa_hs_c': 1.125, 'fad_m': 1.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142637'}	True
ARTFR210_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -1.0, 'h_m': -1.0, 'lnlccoa_c': -1.0, 'nadph_m': -1.0, 'R2coa_cho_c': 1.125, 'fad_m': 1.0, 'nadp_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142638'}	True
ARTFR211	R group artificial flux	{'clpndcoa_c': -1.0, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_hs_c': 1.375, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142639'}	True
ARTFR211_cho	R group artificial flux	{'clpndcoa_c': -1.0, 'coa_m': -0.375, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_cho_c': 1.375, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142640'}	True
ARTFR212	R group artificial flux	{'dcsptn1coa_c': -1.0, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_hs_c': 1.375, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142641'}	True
ARTFR212_cho	R group artificial flux	{'coa_m': -0.375, 'dcsptn1coa_c': -1.0, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R2coa_cho_c': 1.375, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142642'}	True
ARTFR213	R group artificial flux	{'c226coa_c': -1.0, 'fadh2_m': -3.0, 'h_m': -3.0, 'nadph_m': -3.0, 'R2coa_hs_c': 1.375, 'fad_m': 3.0, 'nadp_m': 3.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142643'}	True
ARTFR213_cho	R group artificial flux	{'c226coa_c': -1.0, 'coa_m': -0.375, 'fadh2_m': -3.0, 'h_m': -3.0, 'nadph_m': -3.0, 'R2coa_cho_c': 1.375, 'fad_m': 3.0, 'nadp_m': 3.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142644'}	True
ARTFR31	R group artificial flux	{'stcoa_c': -1.0, 'R3coa_hs_c': 1.125}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142645'}	True
ARTFR31_cho	R group artificial flux	{'coa_m': -0.125, 'stcoa_c': -1.0, 'R3coa_cho_c': 1.125}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142646'}	True
ARTFR32	R group artificial flux	{'fadh2_m': -1.0, 'odecoa_c': -1.0, 'R3coa_hs_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142647'}	True
ARTFR32_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -1.0, 'odecoa_c': -1.0, 'R3coa_cho_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142648'}	True
ARTFR33	R group artificial flux	{'fadh2_m': -1.0, 'vacccoa_c': -1.0, 'R3coa_hs_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142649'}	True
ARTFR33_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -1.0, 'vacccoa_c': -1.0, 'R3coa_cho_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142650'}	True
ARTFR34	R group artificial flux	{'fadh2_m': -2.0, 'lneldccoa_c': -1.0, 'R3coa_hs_c': 1.125, 'fad_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142651'}	True
ARTFR34_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -2.0, 'lneldccoa_c': -1.0, 'R3coa_cho_c': 1.125, 'fad_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142652'}	True
ARTFR41	R group artificial flux	{'fadh2_m': -1.0, 'hdcoa_c': -1.0, 'R4coa_hs_c': 1.0, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96007'}	True
ARTFR41_cho	R group artificial flux	{'fadh2_m': -1.0, 'hdcoa_c': -1.0, 'R4coa_cho_c': 1.0, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96008'}	True
ARTFR42	R group artificial flux	{'fadh2_m': -1.0, 'odecoa_c': -1.0, 'R4coa_hs_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142653'}	True
ARTFR42_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -1.0, 'odecoa_c': -1.0, 'R4coa_cho_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142654'}	True
ARTFR43	R group artificial flux	{'fadh2_m': -1.0, 'vacccoa_c': -1.0, 'R4coa_hs_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142655'}	True
ARTFR43_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -1.0, 'vacccoa_c': -1.0, 'R4coa_cho_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142656'}	True
ARTFR44	R group artificial flux	{'fadh2_m': -2.0, 'lneldccoa_c': -1.0, 'R4coa_hs_c': 1.125, 'fad_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142657'}	True
ARTFR44_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -2.0, 'lneldccoa_c': -1.0, 'R4coa_cho_c': 1.125, 'fad_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142658'}	True
ARTFR45	R group artificial flux	{'fadh2_m': -1.0, 'nrvnccoa_c': -1.0, 'R4coa_hs_c': 1.5, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96015'}	True
ARTFR45_cho	R group artificial flux	{'coa_m': -0.5, 'fadh2_m': -1.0, 'nrvnccoa_c': -1.0, 'R4coa_cho_c': 1.5, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96016'}	True
ARTFR46	R group artificial flux	{'fadh2_m': -1.0, 'od2coa_c': -1.0, 'R4coa_hs_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142659'}	True
ARTFR46_cho	R group artificial flux	{'coa_m': -0.125, 'fadh2_m': -1.0, 'od2coa_c': -1.0, 'R4coa_cho_c': 1.125, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142660'}	True
ARTFR51	R group artificial flux	{'lgnccoa_c': -1.0, 'R5coa_hs_c': 1.5}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96019'}	True
ARTFR51_cho	R group artificial flux	{'coa_m': -0.5, 'lgnccoa_c': -1.0, 'R5coa_cho_c': 1.5}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96020'}	True
ARTFR52	R group artificial flux	{'hexccoa_c': -1.0, 'R5coa_hs_c': 1.625}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142661'}	True
ARTFR52_cho	R group artificial flux	{'coa_m': -0.625, 'hexccoa_c': -1.0, 'R5coa_cho_c': 1.625}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR142662'}	True
ARTFR53	R group artificial flux	{'eicostetcoa_c': -1.0, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R5coa_hs_c': 1.25, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96023'}	True
ARTFR53_cho	R group artificial flux	{'coa_m': -0.25, 'eicostetcoa_c': -1.0, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'R5coa_cho_c': 1.25, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96024'}	True
ARTFR54	R group artificial flux	{'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tetpent6coa_c': -1.0, 'R5coa_hs_c': 1.5, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96025'}	True
ARTFR54_cho	R group artificial flux	{'coa_m': -0.5, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tetpent6coa_c': -1.0, 'R5coa_cho_c': 1.5, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96026'}	True
ARTFR55	R group artificial flux	{'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tetpent3coa_c': -1.0, 'R5coa_hs_c': 1.5, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96027'}	True
ARTFR55_cho	R group artificial flux	{'coa_m': -0.5, 'fadh2_m': -3.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tetpent3coa_c': -1.0, 'R5coa_cho_c': 1.5, 'fad_m': 3.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96028'}	True
ARTFR56	R group artificial flux	{'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tettet6coa_c': -1.0, 'R5coa_hs_c': 1.5, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96029'}	True
ARTFR56_cho	R group artificial flux	{'coa_m': -0.5, 'fadh2_m': -2.0, 'h_m': -2.0, 'nadph_m': -2.0, 'tettet6coa_c': -1.0, 'R5coa_cho_c': 1.5, 'fad_m': 2.0, 'nadp_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96030'}	True
ARTFR57	R group artificial flux	{'fadh2_m': -3.0, 'h_m': -3.0, 'nadph_m': -3.0, 'tethex3coa_c': -1.0, 'R5coa_hs_c': 1.5, 'fad_m': 3.0, 'nadp_m': 3.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96031'}	True
ARTFR57_cho	R group artificial flux	{'coa_m': -0.5, 'fadh2_m': -3.0, 'h_m': -3.0, 'nadph_m': -3.0, 'tethex3coa_c': -1.0, 'R5coa_cho_c': 1.5, 'fad_m': 3.0, 'nadp_m': 3.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96032'}	True
ARTFR61	R group artificial flux	{'fadh2_m': -1.0, 'hdd2coa_c': -1.0, 'R6coa_hs_c': 1.0, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96033'}	True
ARTFR61_cho	R group artificial flux	{'fadh2_m': -1.0, 'hdd2coa_c': -1.0, 'R6coa_cho_c': 1.0, 'fad_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96034'}	True
ARTPLM1	R group to palmitate conversion	{'Rtotalcoa_c': -1.0, 'pmtcoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96036'}	True
ARTPLM1m	R group to palmitate conversion	{'Rtotalcoa_m': -1.0, 'pmtcoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96036'}	True
ARTPLM2	R group to palmitate conversion	{'Rtotal2coa_c': -1.0, 'pmtcoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96036'}	True
ARTPLM2m	R group to palmitate conversion	{'Rtotal2coa_m': -1.0, 'pmtcoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96036'}	True
ARTPLM3	R group to palmitate conversion	{'Rtotal3coa_c': -1.0, 'pmtcoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96036'}	True
ARTPLM3m	R group to palmitate conversion	{'Rtotal3coa_m': -1.0, 'pmtcoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96036'}	True
ARUH	L Arginine pyruvate transaminase	{'arg__L_c': -1.0, 'pyr_c': -1.0, '5g2oxpt_c': 1.0, 'ala__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['13833', '13834', '13835', '13836'], 'ec-code': '2.6.1.84', 'biocyc': 'META:RXN-8956', 'metanetx.reaction': 'MNXR96038', 'kegg.reaction': 'R08197', 'seed.reaction': ['rxn11731', 'rxn12670']}	True
ASAD	Aspartate-semialdehyde dehydrogenase	{'aspsa_c': -1.0, 'nadp_c': -1.0, 'pi_c': -1.0, '4pasp_c': 1.0, 'h_c': 1.0, 'nadph_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.1.11', 'rhea': ['24284', '24285', '24286', '24287'], 'biocyc': 'META:ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN', 'metanetx.reaction': 'MNXR96039', 'kegg.reaction': 'R02291', 'seed.reaction': 'rxn01643'}	True
ASADH	Aspartate-semialdehyde dehydrogenase	{'4pasp_h': -1.0, 'h_h': -1.0, 'nadph_h': -1.0, 'aspsa_h': 1.0, 'nadp_h': 1.0, 'pi_h': 1.0}	{'C_h'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.1.11', 'rhea': ['24284', '24285', '24286', '24287'], 'biocyc': 'META:ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN', 'metanetx.reaction': 'MNXR96039', 'kegg.reaction': 'R02291', 'seed.reaction': 'rxn01643'}	True
ASAD_1	Aspartate-semialdehyde dehydrogenase	{'4pasp_c': -1.0, 'nadph_c': -1.0, 'aspsa_c': 1.0, 'nadp_c': 1.0, 'pi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASAH1	N-acylsphingosine amidohydrolase	{'crm_hs_l': -1.0, 'h2o_l': -1.0, 'Rtotal_l': 1.0, 'sphings_l': 1.0}	{'C_l'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138063'}	True
ASAH1_cho	N-acylsphingosine amidohydrolase	{'crm_cho_l': -1.0, 'h2o_l': -1.0, 'Rtotal_l': 1.0, 'sphings_l': 1.0}	{'C_l'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138064'}	True
ASAPT	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase	{'5mta_h': -1.0, 'h_h': -1.0, 'sprm_h': -1.0, 'ametam_h': 1.0, 'spmd_h': 1.0}	{'C_h'}	{'sbo': 'SBO:0000176', 'rhea': ['19973', '19974', '19975', '19976'], 'ec-code': ['2.5.1.16', '2.5.1.22'], 'biocyc': 'META:SPERMINE-SYNTHASE-RXN', 'metanetx.reaction': 'MNXR96042', 'kegg.reaction': 'R02869', 'seed.reaction': 'rxn02061'}	True
ASCBOR	L-ascorbate:oxygen oxidoreductase	{'ascb__L_u': -2.0, 'o2_u': -1.0, 'dhdascb_u': 2.0, 'h2o_u': 2.0}	{'C_u'}	{'sbo': 'SBO:0000176', 'ec-code': '1.10.3.3', 'rhea': ['13605', '13606', '13607', '13608'], 'metanetx.reaction': 'MNXR138065', 'kegg.reaction': 'R00068', 'seed.reaction': 'rxn00028'}	True
ASCBOX	Ascorbic acid oxidase	{'ascb__L_c': -1.0, 'h_c': -2.0, 'o2s_c': -2.0, 'dhdascb_c': 1.0, 'h2o2_c': 2.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR138066'}	True
ASCBOX_1	Ascorbic Acid Oxidase	{'ascb__L_c': -1.0, 'h_c': -3.0, 'o2s_c': -2.0, 'dhdascb_c': 1.0, 'h2o2_c': 2.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASCBPL	L-ascorbate 6-phosphate lactonase	{'ascb6p_c': -1.0, 'h2o_c': -1.0, '3dhgulnp_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['28803', '28804', '28805', '28806'], 'ec-code': ['3.1.1', '3.1.1.-'], 'biocyc': 'META:RXN0-5214', 'metanetx.reaction': 'MNXR138067', 'kegg.reaction': 'R07677', 'seed.reaction': 'rxn07492'}	True
ASCBPOX_c	Ascorbate peroxidase	{'ascb__L_c': -1.0, 'h2o2_c': -1.0, 'h_c': -1.0, 'dhdascb_c': 1.0, 'h2o_c': 2.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASCBPOX_h	Ascorbate peroxidase	{'ascb__L_h': -1.0, 'h2o2_h': -1.0, 'h_h': -1.0, 'dhdascb_h': 1.0, 'h2o_h': 2.0}	{'C_h'}	{'sbo': 'SBO:0000176'}	True
ASCBPOX_m	Ascorbate peroxidase	{'ascb__L_m': -1.0, 'h2o2_m': -1.0, 'h_m': -1.0, 'dhdascb_m': 1.0, 'h2o_m': 2.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
